,Gene_ID,Comparison,NR ID,NT ID,KO Name,Swissprot ID,PFAM ID,KOG ID,Hit1_acc,,,,,,
2401,Novel00790,Cv111,XP_006363625.1,XM_006363563.2,"E4.1.1.1, pdc",O82647,PF02775//PF00205//PF02776//PF02552,KOG1184,PDC1_ARATH,,,,,,
2402,PGSC0003DMG400023270,Cv111,AAF79822.1,AB061263.1,EEF1A,P25698,PF03144//PF01926//PF02662,KOG0052,EF1A_SOYBN,,,,,,
2403,PGSC0003DMG400005081,Cv111,XP_006343293.1,XM_006343231.2,--,Q9LEB4,PF00076//PF16367//PF08777,KOG0118,RBP45_NICPL,,,,,,
2404,PGSC0003DMG400020099,Cv111,XP_006352689.1,XM_006352627.1,RIN4,Q8GYN5,--,--,RIN4_ARATH,,,,,,
2405,PGSC0003DMG400030035,Cv111,XP_006353430.1,XM_006353368.2,--,Q9SIZ4,PF07714//PF00069//PF00560//PF13855,--,Y2027_ARATH,,,,,,
2406,PGSC0003DMG400005494,Cv111,XP_006365179.1,XM_006365117.2,--,Q9LYD8,PF04030//PF01565,KOG4730,GGLO3_ARATH,,,,,,
2407,PGSC0003DMG400028491,Cv111,XP_006356250.1,XM_006356188.2,"PRKAA, AMPK",Q8W1D5,PF06293//PF03822//PF00069//PF07714,--,CIPKP_ARATH,,,,,,
2408,PGSC0003DMG400022337,Cv111,HG975446.1,HG975446.1,--,--,--,--,-,,,,,,
2409,PGSC0003DMG400012021,Cv111,XP_009778000.1,XM_006363906.2,--,O22193,PF00514//PF10191//PF02985,--,PUB4_ARATH,,,,,,
2410,PGSC0003DMG400012918,Cv111,XP_006356903.1,XM_015313173.1,--,Q7XA40,PF00931//PF13855,--,RGA3_SOLBU,,,,,,
2411,Novel02747,Cv111,XP_004241863.2,XM_015224042.1,GRIP,Q9C5V5,PF00060//PF10613,KOG1052,GLR28_ARATH,,,,,,
2412,PGSC0003DMG400005097,Cv111,NP_001275255.1,XM_015227081.1,--,Q9XEX2,PF08534//PF00578,KOG0541,PRX2B_ARATH,,,,,,
2413,PGSC0003DMG400008629,Cv111,XP_004253011.1,XM_006367253.2,--,--,PF00486,--,-,,,,,,
2414,PGSC0003DMG403015682,Cv111,XP_010312671.1,XM_015304012.1,--,Q40392,PF00560//PF13855,--,TMVRN_NICGU,,,,,,
2415,PGSC0003DMG401025397,Cv111,XP_006343465.1,XM_015306971.1,--,Q9NCL8,PF02121,KOG3668,PITP1_DICDI,,,,,,
2416,PGSC0003DMG401004858,Cv111,XP_006357401.1,XM_006357339.2,--,Q8GYL9,--,--,BRXL2_ARATH,,,,,,
2417,PGSC0003DMG400008811,Cv111,XP_006367980.1,XM_006367918.2,--,Q9SSK9,PF00407,--,MLP28_ARATH,,,,,,
2418,PGSC0003DMG400011750,Cv111,XP_006357881.1,XM_006357819.2,--,H2DH21,PF00067,KOG0158,C7A29_PANGI,,,,,,
2419,PGSC0003DMG400001982,Cv111,XP_006365693.1,XR_001472556.1,--,Q6L400,PF00931,--,R1B16_SOLDE,,,,,,
2420,PGSC0003DMG400011074,Cv111,XP_006339012.1,XM_006338950.2,--,U3UA11,PF00201,--,UGT7_CATRO,,,,,,
2421,PGSC0003DMG400022027,Cv111,XP_009795639.1,XM_006350222.2,MYO5,Q9LKB9,PF02119//PF02736//PF00612//PF07475//PF06971//PF00063,KOG0160,MYO6_ARATH,,,,,,
2422,PGSC0003DMG400023732,Cv111,XP_006351402.1,XM_006351340.2,CISZOG,Q9ZSK5,PF04101//PF04428//PF00201,--,ZOG_PHALU,,,,,,
2423,PGSC0003DMG400000570,Cv111,XP_006347549.1,XM_015308850.1,--,Q8LPT3,PF03419,--,MEBL_ARATH,,,,,,
2424,PGSC0003DMG400027340,Cv111,XP_006360482.1,NM_001318693.1,--,P37123,PF00067//PF03265,--,C77A1_SOLME,,,,,,
2425,PGSC0003DMG400024209,Cv111,XP_004242845.1,XM_015305082.1,"ADCK, ABC1",Q5ZMT7,PF02811,KOG1235,ADCK1_CHICK,,,,,,
2426,PGSC0003DMG400014297,Cv111,XP_006353294.1,XM_015311282.1,--,--,PF13673//PF13508//PF00583,--,-,,,,,,
2427,PGSC0003DMG400026575,Cv111,XP_006349568.1,XM_006349506.2,E1.11.1.7,P22195,PF00141,--,PER1_ARAHY,,,,,,
2428,PGSC0003DMG400011508,Cv111,XP_006359283.1,HG975516.1,--,A8MQN2,--,--,LNK1_ARATH,,,,,,
2429,PGSC0003DMG400024643,Cv111,AHZ08763.1,XM_006345070.2,E1.14.13.21,Q9SBQ9,--,--,F3PH_PETHY,,,,,,
2430,Novel00707,Cv111,XR_001473921.1,XR_001473921.1,--,--,PF07847//PF16049//PF03387,--,-,,,,,,
2431,PGSC0003DMG400006713,Cv111,XP_006367836.1,XM_006367774.2,--,O64961,PF01397//PF03936,--,TPSGC_SOLLC,,,,,,
2432,PGSC0003DMG400007306,Cv111,XP_006355845.1,HG975445.1,--,A7PZL3,PF00295,--,PGLR_VITVI,,,,,,
2433,PGSC0003DMG400029628,Cv111,XP_006360343.1,XM_006360281.2,--,Q8GXU5,PF09177//PF13414//PF00515//PF13181//PF08785//PF03726//PF02050,--,SDI1_ARATH,,,,,,
2434,PGSC0003DMG400001881,Cv111,XP_006355335.1,XM_006355273.2,MYBP,--,--,--,-,,,,,,
2435,PGSC0003DMG402011252,Cv111,XP_006352642.1,XM_006352537.2,TPS14,P0CV94,PF03936//PF01397,--,NES1_FRAAN,,,,,,
2436,PGSC0003DMG400019815,Cv111,XP_006339385.1,XM_006339323.2,--,Q9LV01,PF13414//PF00515//PF00462,--,ETOL2_ARATH,,,,,,
2437,PGSC0003DMG400008662,Cv111,XP_009617027.1,HG975446.1,--,--,--,--,-,,,,,,
2438,PGSC0003DMG402027258,Cv111,XP_006350268.1,XR_001456376.1,CISZOG,P56725,PF05165//PF00201,--,ZOX_PHAVU,,,,,,
2439,PGSC0003DMG400013962,Cv111,XP_006352150.1,AK324639.1,"SLC32A, VGAT",P47082,PF04650//PF00584//PF03222,KOG1303,AVT1_YEAST,,,,,,
2440,PGSC0003DMG400019139,Cv111,XP_009602942.1,XM_006349425.2,--,Q9LZN0,PF10450//PF03759,--,ROGF7_ARATH,,,,,,
2441,PGSC0003DMG400025621,Cv111,XP_006363525.1,XM_006363463.2,--,O48915,--,--,NDR1_ARATH,,,,,,
2442,PGSC0003DMG400022727,Cv111,XP_006358843.1,XM_006358781.2,--,P0DKL2,PF00307,--,OP10_MAIZE,,,,,,
2443,PGSC0003DMG400007820,Cv111,XP_010313841.1,XM_015309825.1,--,--,--,--,-,,,,,,
2444,Novel01759,Cv111,XP_009773326.1,XM_015307372.1,"ATM, TEL1",Q9M3G7,PF11640,--,ATM_ARATH,,,,,,
2445,PGSC0003DMG400025387,Cv111,XP_006366414.1,XM_006366352.2,"SLC15A3_4, PHT",Q9M1E1,PF00854,--,PTR38_ARATH,,,,,,
2446,PGSC0003DMG400027916,Cv111,NP_001291338.1,XM_006366412.2,"INO1, ISYNA1",Q9LW96,PF07994,KOG0693,INO1_TOBAC,,,,,,
2447,PGSC0003DMG400015561,Cv111,XP_006363395.1,XM_006363333.2,--,--,PF07525,--,-,,,,,,
2448,PGSC0003DMG400017248,Cv111,XP_010451711.1,HG975516.1,--,P10967,PF03171//PF00665,--,ACCH3_SOLLC,,,,,,
2449,PGSC0003DMG400003932,Cv111,XP_009599696.1,XM_006363665.2,phrB,Q9SB00,--,--,PHR_ARATH,,,,,,
2450,PGSC0003DMG400020262,Cv111,XP_006338685.1,XM_006338623.2,--,--,--,--,-,,,,,,
2451,PGSC0003DMG400014549,Cv111,XP_009762000.1,XM_006344080.2,KCS,Q9XF43,PF08541//PF08392//PF08545,--,KCS6_ARATH,,,,,,
2452,Novel02678,Cv111,XP_006364556.1,XM_006364494.2,TOM22,Q9FNC9,PF04281,--,TOM92_ARATH,,,,,,
2453,PGSC0003DMG400003625,Cv111,XP_006340704.1,XM_006340642.2,--,C0SVM5,PF00643,--,BBX19_ARATH,,,,,,
2454,Novel00023,Cv111,XP_006367171.1,XR_001472448.1,--,Q40392,PF02038//PF00931//PF00560//PF13855,--,TMVRN_NICGU,,,,,,
2455,PGSC0003DMG400011039,Cv111,XP_006338963.1,XM_006338901.2,--,Q9LZX1,--,--,LOR15_ARATH,,,,,,
2456,PGSC0003DMG400031271,Cv111,ABO93010.1,XM_006366053.2,--,Q9LJJ7,PF03286//PF13304//PF01926//PF00910//PF09090//PF00004//PF05496//PF07728//PF00472,--,AATP9_ARATH,,,,,,
2457,Novel02681,Cv111,XP_009609731.1,NM_001288164.1,"RP-S4e, RPS4",Q93VH9,PF01479,KOG0378,RS41_ARATH,,,,,,
2458,PGSC0003DMG400018914,Cv111,XP_006365382.1,U22922.1,E1.10.3.1,Q08304,PF12142//PF00264//PF12143,--,PPOB_SOLLC,,,,,,
2459,PGSC0003DMG400006769,Cv111,XP_006345389.1,XM_006345327.2,SLX1,Q7XA40,PF13855//PF00931,--,RGA3_SOLBU,,,,,,
2460,PGSC0003DMG400011048,Cv111,XP_006339055.1,HG975449.1,--,Q8RWU3,--,--,RVE8_ARATH,,,,,,
2461,PGSC0003DMG400012205,Cv111,XP_002304500.1,XM_006343913.2,"guaA, GMPS",O66601,PF07722//PF00958//PF02568,KOG1622,GUAA_AQUAE,,,,,,
2462,PGSC0003DMG402030531,Cv111,XP_006344314.1,XM_015307269.1,--,Q9C6K9,PF00069//PF07714//PF06293,--,LRL11_ARATH,,,,,,
2463,PGSC0003DMG400005975,Cv111,XP_010319415.1,HG975516.1,--,Q9C6K9,PF06293//PF07714//PF00069,--,LRL11_ARATH,,,,,,
2464,PGSC0003DMG400016249,Cv111,XP_006353264.1,XM_006353202.2,HHT1,Q94CD1,PF07247//PF02458,--,HHT1_ARATH,,,,,,
2465,PGSC0003DMG400003897,Cv111,XP_006354386.1,XM_006354324.2,"RCHY1, PIRH2",Q8VZK0,PF04551//PF13639//PF01155//PF17123//PF05495//PF00097//PF14634,KOG1940,MIEL1_ARATH,,,,,,
2466,PGSC0003DMG400030696,Cv111,XP_010323473.1,HG975519.1,--,--,--,--,-,,,,,,
2467,PGSC0003DMG400020489,Cv111,XP_006362516.1,XM_006362454.2,--,O64470,PF02458,--,SHT_ARATH,,,,,,
2468,PGSC0003DMG400012824,Cv111,XP_006343237.1,XM_006343175.2,--,--,PF07127//PF04546,--,-,,,,,,
2469,PGSC0003DMG400026586,Cv111,XP_006361169.1,XM_006361108.2,--,Q9LUC5,PF00067,KOG0157,C7A15_ARATH,,,,,,
2470,PGSC0003DMG400010713,Cv111,XP_006342328.1,XM_006342266.2,--,Q9M2U3,PF02209//PF04827,--,ALPL_ARATH,,,,,,
2471,PGSC0003DMG400027062,Cv111,XP_006347390.1,XM_006347328.2,--,Q6ZPJ0,--,KOG2238,TEX2_MOUSE,,,,,,
2472,PGSC0003DMG400009192,Cv111,XP_006342851.1,XM_006342789.2,SLC25A23S,Q9LJX5,--,KOG0752,BRTL1_ARATH,,,,,,
2473,PGSC0003DMG401005194,Cv111,XP_006349150.1,XM_006349088.2,--,--,PF07975,--,-,,,,,,
2474,PGSC0003DMG400017556,Cv111,XP_006363893.1,XM_006363831.2,psbS,Q9FPP4,--,--,PSBS_SOLSG,,,,,,
2475,PGSC0003DMG400027472,Cv111,XP_006343551.1,XM_006343489.2,--,Q9FHH2,PF02861//PF07724,KOG1051,SMAX1_ARATH,,,,,,
2476,PGSC0003DMG401025150,Cv111,XP_006363421.1,XM_006363359.2,algH,Q11U74,--,--,Y1773_CYTH3,,,,,,
2477,Novel00473,Cv111,XM_015314001.1,XM_015314001.1,--,--,--,--,-,,,,,,
2478,PGSC0003DMG400003213,Cv111,XP_009768686.1,XM_006347429.2,--,Q9ZUZ2,PF06293//PF00069//PF07714,--,CAMK3_ARATH,,,,,,
2479,PGSC0003DMG401002270,Cv111,XP_006367973.1,HG975520.1,--,Q8L7W2,PF00293//PF00610,--,NUDT8_ARATH,,,,,,
2480,PGSC0003DMG400015969,Cv111,XP_006337998.1,XM_006337936.2,--,Q9FZD9,PF07238//PF10808,--,DUF3_ARATH,,,,,,
2481,PGSC0003DMG400011531,Cv111,XP_006359278.1,XM_006359216.2,--,Q8RWG2,PF13174//PF13371//PF13181//PF00515//PF13374//PF13414//PF01610//PF05843//PF02259//PF13176,KOG0495,CF107_ARATH,,,,,,
2482,PGSC0003DMG400020569,Cv111,NP_001234247.1,XM_006344021.2,"UBE2D_E, UBC4, UBC5",P35135,PF05773//PF05743,KOG0417,UBC4_SOLLC,,,,,,
2483,Novel02685,Cv111,XP_006361207.1,XM_006361145.2,--,Q43515,PF01439//PF02068,--,MT2Z_SOLLC,,,,,,
2484,PGSC0003DMG400008865,Cv111,XP_006339137.1,XM_006341023.2,"RP-S14e, RPS14",Q9CAX6,PF00411//PF03423,KOG0407,RS142_ARATH,,,,,,
2485,PGSC0003DMG400028030,Cv111,XP_006357905.1,XM_006357843.2,--,Q9FHM9,--,--,EXOL3_ARATH,,,,,,
2486,PGSC0003DMG400015273,Cv111,Q42656.1,XM_006351460.2,"E3.2.1.22B, galA, rafA",Q42656,PF16499//PF02065,KOG2366,AGAL_COFAR,,,,,,
2487,PGSC0003DMG400012964,Cv111,XP_006362556.1,XM_006362494.2,--,Q9SX25,PF07224//PF07859//PF12740,KOG1515,CXE6_ARATH,,,,,,
2488,PGSC0003DMG400014954,Cv111,XP_006340061.1,XM_006339999.2,CYP82G1,Q9SZ46,PF01484//PF00067,--,C82C4_ARATH,,,,,,
2489,Novel00333,Cv111,XP_006344652.1,XM_006344586.2,"WRN, RECQL2",Q9FT69,PF00270//PF02534,KOG0351,RQSIM_ARATH,,,,,,
2490,Novel02039,Cv111,XR_001474331.1,XR_001474331.1,--,--,PF13949//PF17123,--,-,,,,,,
2491,PGSC0003DMG400004664,Cv111,-,--,--,--,PF04355,--,-,,,,,,
2492,PGSC0003DMG400013779,Cv111,XP_004242931.1,XM_015226763.1,POR,Q05001,PF00175//PF00667//PF06810//PF00258,KOG1158,NCPR_CATRO,,,,,,
2493,PGSC0003DMG400011375,Cv111,XP_006359382.1,XM_006359320.2,NOP16,--,--,--,-,,,,,,
2494,PGSC0003DMG400025545,Cv111,XP_006367614.1,EF514212.1,--,Q6L3L0,PF04579//PF13855//PF16649//PF00931//PF05496//PF05393//PF01926,--,R1B23_SOLDE,,,,,,
2495,PGSC0003DMG400029242,Cv111,XP_006356754.1,XM_006356692.2,"SLC15A3_4, PHT",Q9SZY4,PF01097//PF07690//PF00854,--,PTR27_ARATH,,,,,,
2496,PGSC0003DMG400013989,Cv111,XP_010326216.1,XM_006356699.2,--,Q7X996,PF03822//PF00069//PF07714//PF01649//PF06293//PF11593,--,CIPK2_ORYSJ,,,,,,
2497,PGSC0003DMG400020122,Cv111,XP_006352783.1,XM_006352721.2,--,Q93ZT5,PF12937,--,EDL3_ARATH,,,,,,
2498,Novel01733,Cv111,XP_006347652.1,KU686980.1,"SLC50A, SWEET",Q9SMM5,PF03083,--,SWT11_ARATH,,,,,,
2499,PGSC0003DMG400042445,Cv111,XP_006345405.1,XM_006345343.2,--,Q9FHA4,PF00082,--,SBT19_ARATH,,,,,,
2500,PGSC0003DMG400027388,Cv111,AAT40505.1,DQ191626.1,EEF1B,P29545,PF00736,KOG1668,EF1B_ORYSJ,,,,,,
2501,PGSC0003DMG400001221,Cv111,XP_009629950.1,HG975445.1,--,O04211,PF05130,--,ELF4_ARATH,,,,,,
2502,PGSC0003DMG400028381,Cv111,XP_004239067.1,XM_015309320.1,--,Q9C983,PF03106,--,WRK57_ARATH,,,,,,
2503,PGSC0003DMG400011321,Cv111,XP_006342797.1,XM_006342735.2,--,Q9LUS8,PF00481//PF07228,KOG0700,P2C40_ARATH,,,,,,
2504,PGSC0003DMG400008364,Cv111,XP_006364793.1,XM_015304094.1,--,Q49WS9,PF01370//PF00106//PF02843,KOG0725,Y1627_STAS1,,,,,,
2505,PGSC0003DMG400025931,Cv111,XP_006346509.1,XM_006346447.2,--,O80462,PF08040//PF00025//PF00503,KOG0082,XLG1_ARATH,,,,,,
2506,PGSC0003DMG402018475,Cv111,XP_009770822.1,NM_001288216.1,E1.14.13.93,Q949P1,PF00067,--,ABAH1_ARATH,,,,,,
2507,PGSC0003DMG400007336,Cv111,NP_001274973.1,XM_015210968.1,"RP-S15e, RPS15",P31674,PF00203,KOG0898,RS15_ORYSJ,,,,,,
2508,PGSC0003DMG400015505,Cv111,XP_006346998.1,XM_015308614.1,--,Q9SND9,PF03526//PF02458,--,Y3028_ARATH,,,,,,
2509,PGSC0003DMG400002790,Cv111,XP_006344788.1,XM_006344726.2,--,--,--,--,-,,,,,,
2510,PGSC0003DMG400010031,Cv111,XP_006338249.1,XM_006338187.2,--,--,--,--,-,,,,,,
2511,PGSC0003DMG400023382,Cv111,XP_004239717.1,NM_001318702.1,E1.14.-.-,P37124,PF01004//PF00067,--,C77A2_SOLME,,,,,,
2512,PGSC0003DMG400002045,Cv111,XP_006366417.1,XM_006366355.2,--,Q8GYA4,PF00069//PF07714,--,CRK10_ARATH,,,,,,
2513,PGSC0003DMG400021812,Cv111,XP_002459748.1,XM_006363447.2,"RP-L8e, RPL8",Q4PSL7,PF00181//PF01263//PF03947,KOG2309,RL82_ARATH,,,,,,
2514,PGSC0003DMG400023849,Cv111,XP_004252847.1,XM_006365744.2,--,Q76CU2,PF01926//PF13304//PF02537//PF00004//PF00005//PF08022//PF06414//PF01637//PF05496//PF03776//PF11526//PF03193//PF01061//PF03266,KOG0065,PDR1_TOBAC,,,,,,
2515,PGSC0003DMG400003735,Cv111,XP_006341949.1,XM_006341887.2,"SLC2A8, GLUT8",Q9FRL3,PF07690//PF00083,KOG0254,ERDL6_ARATH,,,,,,
2516,Novel01053,Cv111,XP_006354249.1,XM_006354186.2,--,Q84TH9,PF00564//PF01381,--,NLP7_ARATH,,,,,,
2517,PGSC0003DMG400047346,Cv111,CBI17583.3,XM_006338210.2,--,O22808,PF00069//PF07714//PF11857,--,LYK5_ARATH,,,,,,
2518,PGSC0003DMG401014059,Cv111,XP_006344157.1,XM_006344095.2,--,Q9M9C6,PF00481//PF09269//PF07228,KOG0698,P2C15_ARATH,,,,,,
2519,PGSC0003DMG400003700,Cv111,XP_006341972.1,XM_006341910.2,MAPK1_3,Q40517,PF06293//PF00069//PF07714//PF06858,KOG0660,NTF3_TOBAC,,,,,,
2520,Novel00697,Cv111,XP_006339110.1,XM_015309745.1,--,P37122,PF00067,--,C76A2_SOLME,,,,,,
2521,PGSC0003DMG400028165,Cv111,XP_006339127.1,XM_006339065.2,--,Q9LFA4,PF00397//PF08052//PF00612,--,IQM3_ARATH,,,,,,
2522,PGSC0003DMG400000086,Cv111,NP_001275611.1,NM_001288682.1,EIF1A,P56331,PF01176,KOG3403,IF1A_ONOVI,,,,,,
2523,PGSC0003DMG400027281,Cv111,XP_006350183.1,XM_006350121.2,--,--,--,--,-,,,,,,
2524,PGSC0003DMG400011118,Cv111,XP_009612802.1,XM_006338884.2,--,Q9LF92,PF00646//PF12937,--,P2A15_ARATH,,,,,,
2525,PGSC0003DMG400000425,Cv111,P37120.1,XM_015309422.1,CYP75A,P37120,PF04446//PF00067,--,C75A2_SOLME,,,,,,
2526,PGSC0003DMG400015054,Cv111,XP_006361559.1,XM_006361496.2,--,Q08298,--,--,RD22_ARATH,,,,,,
2527,PGSC0003DMG400028013,Cv111,XP_009612520.1,HG975521.1,--,--,PF00895//PF15761,--,-,,,,,,
2528,PGSC0003DMG400028666,Cv111,XP_006350963.1,XM_006350901.2,--,F4HRJ4,PF06293//PF00069//PF07714,KOG0198,M3K3A_ARATH,,,,,,
2529,PGSC0003DMG402003479,Cv111,XP_006348413.1,XM_006348351.2,--,Q945B6,PF01708//PF03171,--,AOP1L_ARATH,,,,,,
2530,PGSC0003DMG400024707,Cv111,XP_006344666.1,XM_006344604.2,"HSPA5, BIP",Q9LKR3,PF02782//PF04777//PF01968//PF06723//PF10394//PF03480,KOG0100,MD37A_ARATH,,,,,,
2531,PGSC0003DMG400021533,Cv111,XP_006362067.1,XM_006362005.2,RMT2,P0CQ68,PF13606//PF11575//PF00023,KOG1709,RMT2_CRYNJ,,,,,,
2532,Novel00021,Cv111,XP_004236603.2,XM_015305137.1,--,C0LGT6,PF13855//PF00560,--,EFR_ARATH,,,,,,
2533,Novel00845,Cv111,XP_010312671.1,XM_015304012.1,--,Q40392,PF13855//PF00005//PF00004//PF13676//PF01582//PF00560//PF00931,--,TMVRN_NICGU,,,,,,
2534,PGSC0003DMG400024781,Cv111,XP_011089500.1,XM_006344661.2,--,P0C883,--,--,SCL33_ARATH,,,,,,
2535,PGSC0003DMG400018397,Cv111,XP_006357538.1,XM_006357476.2,--,--,--,--,-,,,,,,
2536,PGSC0003DMG400008844,Cv111,XP_004246426.1,XM_006340979.2,--,--,PF09254,--,-,,,,,,
2537,PGSC0003DMG400027611,Cv111,XP_006361375.1,XM_006361313.2,--,Q02028,PF06723//PF01968,KOG0102,HSP7S_PEA,,,,,,
2538,PGSC0003DMG400029924,Cv111,XP_004240738.1,XM_015303387.1,PGRMC1_2,Q9M2Z4,--,KOG1110,MSBP2_ARATH,,,,,,
2539,PGSC0003DMG400011132,Cv111,XP_010265627.1,XM_006343605.2,gapN,P93338,PF00171,KOG2450,GAPN_NICPL,,,,,,
2540,PGSC0003DMG400031421,Cv111,XP_006367057.1,XM_006366995.2,CKX,Q9FUJ1,PF09265//PF01565,KOG4730,CKX7_ARATH,,,,,,
2541,PGSC0003DMG401015009,Cv111,XP_006346813.1,XM_015308469.1,--,Q9FL28,PF07714//PF00069//PF13855//PF00560,--,FLS2_ARATH,,,,,,
2542,PGSC0003DMG400002151,Cv111,XP_006358694.1,XM_006358632.2,"SLC39A1_2_3, ZIP1_2_3",Q9LTH9,PF02535,KOG1558,ZIP2_ARATH,,,,,,
2543,PGSC0003DMG400000243,Cv111,XP_006339806.1,XM_015312463.1,BCS1,F4IJ77,PF07728//PF00004//PF13304//PF00519//PF05496//PF00910//PF01637,KOG0743,AATP4_ARATH,,,,,,
2544,PGSC0003DMG400020986,Cv111,XP_006364324.1,XM_006364262.2,--,A2WT95,--,--,PLA1_ORYSI,,,,,,
2545,PGSC0003DMG400000484,Cv111,XP_006338579.1,XM_006338517.2,SLC35E1,Q8H0T6,PF08449//PF00892,KOG1441,PPT2_ARATH,,,,,,
2546,PGSC0003DMG400003722,Cv111,XP_006342022.1,XM_006341960.2,--,Q9FXI5,PF00612,--,IQD32_ARATH,,,,,,
2547,PGSC0003DMG400009985,Cv111,XP_006342141.1,XM_006342079.2,--,Q9SII6,PF00069//PF07714,--,PIX13_ARATH,,,,,,
2548,PGSC0003DMG400023510,Cv111,XP_006345920.1,XM_006345858.2,--,Q9C7A2,PF02038//PF06305//PF07817//PF00023//PF13606//PF03030,KOG0504,ITN1_ARATH,,,,,,
2549,PGSC0003DMG400028159,Cv111,XP_006339143.1,XM_006339081.2,--,Q8GYJ2,PF02362,--,Y2608_ARATH,,,,,,
2550,PGSC0003DMG400003229,Cv111,XP_006347490.1,HG975442.1,--,--,--,--,-,,,,,,
2551,PGSC0003DMG400029894,Cv111,XP_006345633.1,XM_006345571.2,--,A6YIH8,PF09268//PF00067,--,C7D55_HYOMU,,,,,,
2552,Novel01618,Cv111,XP_006338226.1,XM_006338163.2,--,Q9FKZ1,PF13855//PF00931,--,DRL42_ARATH,,,,,,
2553,PGSC0003DMG400021589,Cv111,XP_006357935.1,XM_006357873.1,msrA,Q9SEC2,PF01625//PF00905,KOG1635,MSRA_LACSA,,,,,,
2554,PGSC0003DMG400024363,Cv111,XP_006360929.1,XM_015315062.1,--,Q9STE7,PF01926//PF00448//PF07728//PF00004//PF00005//PF03266//PF00931,--,R13L3_ARATH,,,,,,
2555,PGSC0003DMG400029768,Cv111,XP_006351863.1,XM_006351801.2,--,Q9LSF6,--,--,VTH21_ARATH,,,,,,
2556,PGSC0003DMG400020343,Cv111,XP_006363050.1,XM_006362988.2,--,Q9FF86,PF02458,--,DCR_ARATH,,,,,,
2557,PGSC0003DMG402022324,Cv111,XP_004244132.1,XM_006346167.2,--,--,PF00344,--,-,,,,,,
2558,PGSC0003DMG400028694,Cv111,XP_006345886.1,XM_006350887.2,"ETR, ERS",Q9ZTP3,PF03999//PF13492//PF00512//PF01590//PF00072,KOG0519,EIN4_ARATH,,,,,,
2559,PGSC0003DMG400019725,Cv111,XP_010317309.1,XM_006348157.2,--,P93604,PF13947,--,LRK10_WHEAT,,,,,,
2560,PGSC0003DMG400017976,Cv111,XP_006360316.1,XM_006360254.2,--,Q9SVG3,PF01565//PF08031//PF12409,--,BBE21_ARATH,,,,,,
2561,Novel01919,Cv111,XP_006345175.1,XM_015307653.1,--,D3YY23,PF00515//PF13414//PF04564//PF00097//PF02190//PF12678//PF16685//PF14634//PF13639//PF11789,KOG4159,LONF1_MOUSE,,,,,,
2562,PGSC0003DMG400020757,Cv111,XP_006342268.1,NM_001318598.1,--,Q9FKH6,PF03188,--,B561P_ARATH,,,,,,
2563,PGSC0003DMG400001980,Cv111,XP_006365679.1,XM_006365617.2,--,--,PF05933,--,-,,,,,,
2564,PGSC0003DMG400032226,Cv111,XP_011089737.1,XM_006354085.2,--,Q9LHN7,PF00324//PF13520//PF04333,KOG1287,PHSC_ARATH,,,,,,
2565,Novel02951,Cv111,XP_006344567.1,XM_006344505.2,--,Q7XZU2,PF02383,KOG1889,SAC3_ARATH,,,,,,
2566,PGSC0003DMG400028068,Cv111,XP_006367869.1,XM_006367807.2,--,--,--,--,-,,,,,,
2567,PGSC0003DMG401025826,Cv111,XP_006346483.1,XM_015308299.1,HIBCH,Q9LKJ1,PF00378//PF16113,KOG1684,HIBC1_ARATH,,,,,,
2568,Novel00508,Cv111,XP_006345456.1,HG975440.1,"TERT, EST2",Q9SPU7,PF12009,KOG1005,TERT_ARATH,,,,,,
2569,PGSC0003DMG400013007,Cv111,XP_006342376.1,XM_006342314.2,--,--,PF04995,--,-,,,,,,
2570,PGSC0003DMG401015455,Cv111,XP_009614758.1,XM_006342529.2,--,Q1H5C9,--,--,OP24A_ARATH,,,,,,
2571,PGSC0003DMG400019033,Cv111,XP_009774827.1,XM_006342320.2,CTSH,Q40143,PF00112//PF03051,KOG1543,CYSP3_SOLLC,,,,,,
2572,PGSC0003DMG400018382,Cv111,XP_004230026.1,XM_004229978.2,PIP5K,Q9SFB8,PF01504,KOG0229,PI5K6_ARATH,,,,,,
2573,Novel00304,Cv111,XP_006339786.1,XM_015311646.1,E1.1.1.208,Q9M2E2,PF00106//PF01370,KOG1208,SDR1_ARATH,,,,,,
2574,PGSC0003DMG400015661,Cv111,XP_006338819.1,HG975445.1,--,Q9SRM0,PF17123//PF13639//PF11789//PF17122//PF16685//PF14634//PF12678//PF12861//PF00097,--,ATL66_ARATH,,,,,,
2575,PGSC0003DMG400024797,Cv111,XP_006356274.1,XM_006356212.2,--,Q9LU33,PF08718,--,GLTP3_ARATH,,,,,,
2576,PGSC0003DMG400014580,Cv111,XP_006344135.1,XM_006344073.2,--,--,--,--,-,,,,,,
2577,PGSC0003DMG400030422,Cv111,XP_006350790.1,XM_006350728.2,SMO2,Q8VWZ8,PF04116,KOG0873,SMO22_ARATH,,,,,,
2578,PGSC0003DMG400017949,Cv111,XP_006350372.1,XM_006350310.1,--,Q9LPZ9,PF11883//PF07714//PF00069//PF00954//PF12125,--,SD113_ARATH,,,,,,
2579,PGSC0003DMG400002914,Cv111,XP_006345227.1,XM_006345165.2,EBF1_2,Q9SKK0,PF00646//PF12937//PF00560//PF13516,KOG1947,EBF1_ARATH,,,,,,
