,Gene_ID,Comparison,NR ID,NT ID,KO Name,Swissprot ID,PFAM ID,KOG ID,Hit1_acc,,,,,,
1391,Cluster-67248.98307,Cv111,XP_011096660.1,XM_011098358.1,DDB1,Q6QNU4,PF03178,KOG1897,DDB1_SOLLC,,,,,,
1392,Cluster-67248.58782,Cv111,XP_011091230.1,--,--,O50001,PF00407//PF04741,--,PRU1_PRUAR,,,,,,
1393,Cluster-67248.98761,Cv111,XP_011091406.1,XM_011093104.1,"ADCK, ABC1",Q38959,PF00069//PF04848,--,PP257_ARATH,,,,,,
1394,Cluster-67248.100528,Cv111,--,--,--,--,--,--,-,,,,,,
1395,Cluster-67248.34781,Cv111,XP_011096823.1,KT992843.1,--,F4KBP5,PF15221//PF00176//PF00270//PF14619//PF13639//PF04851//PF00628,KOG0383,CHR4_ARATH,,,,,,
1396,Cluster-67248.80260,Cv111,XP_011077134.1,AY525637.2,"amt, AMT, MEP",O04161,PF00909//PF03185,KOG0682,AMT12_SOLLC,,,,,,
1397,Cluster-67248.63103,Cv111,XP_011094499.1,--,--,Q0WTB8,--,--,SGO2_ARATH,,,,,,
1398,Cluster-67248.74718,Cv111,EYU21848.1,XM_013000719.1,--,Q6L400,PF05491//PF00931,--,R1B16_SOLDE,,,,,,
1399,Cluster-67248.166864,Cv111,AGW27212.1,--,TAT,Q9FN30,PF01212//PF00155,KOG0257,TAT2_ARATH,,,,,,
1400,Cluster-67248.136415,Cv111,XP_011088070.1,XM_011094196.1,--,P93484,--,--,VSR1_PEA,,,,,,
1401,Cluster-67248.100552,Cv111,XP_011099140.1,XM_011100838.1,--,--,PF04313,--,-,,,,,,
1402,Cluster-67248.102589,Cv111,XP_011086200.1,XM_009615394.1,--,Q5XEZ5,PF02714,KOG1134,CSC1_ARATH,,,,,,
1403,Cluster-67248.127849,Cv111,XP_011076351.1,XM_006448347.1,--,--,--,--,-,,,,,,
1404,Cluster-67248.83971,Cv111,XP_012836842.1,--,SCPL-I,Q9SQX6,PF00450//PF00326,--,SCP7_ARATH,,,,,,
1405,Cluster-67248.98417,Cv111,XP_006430603.1,XM_012982817.1,"glnA, GLUL",P32289,PF03951//PF00120,KOG0683,GLNA_VIGAC,,,,,,
1406,Cluster-67248.132953,Cv111,XP_011089749.1,XM_012987609.1,PRKCSH,Q9FM96,PF03938//PF10186//PF04977//PF08797//PF00057,KOG2397,PSL4_ARATH,,,,,,
1407,Cluster-67248.22144,Cv111,XP_011091157.1,--,--,--,--,--,-,,,,,,
1408,Cluster-67248.57925,Cv111,XP_011098353.1,XM_012995266.1,--,--,PF05175//PF08241,--,-,,,,,,
1409,Cluster-67248.62054,Cv111,AJQ20610.1,KJ784418.1,--,Q6NLC1,PF01695//PF01580//PF00664//PF06472//PF00004//PF00005//PF13304//PF05992//PF00437//PF01637,KOG0060,AB2D_ARATH,,,,,,
1410,Cluster-67248.132709,Cv111,XP_011096127.1,XM_012993298.1,--,Q8GWL1,PF02679,--,HSA32_ARATH,,,,,,
1411,Cluster-67248.75055,Cv111,XP_011083399.1,KF876015.1,ACACA,Q38970,PF02655//PF07478//PF02786,KOG0368,ACC1_ARATH,,,,,,
1412,Cluster-67248.148433,Cv111,XP_011085831.1,XM_011087529.1,--,--,--,--,-,,,,,,
1413,Cluster-67248.123636,Cv111,XP_011095568.1,XM_011097266.1,--,F4JVA9,--,KOG1471,SFH2_ARATH,,,,,,
1414,Cluster-67248.89429,Cv111,AIE15763.1,KF366499.1,"DICER1, DCR1",Q9SP32,PF14622//PF00176//PF00270//PF02170//PF00636//PF04851//PF03368,KOG0701,DCL1_ARATH,,,,,,
1415,Cluster-67248.126669,Cv111,XP_012853017.1,XM_011073335.1,"SET, TAF1, I2PP2A",Q9CA59,PF00956//PF08210,KOG1508,NRP1_ARATH,,,,,,
1416,Cluster-67248.79238,Cv111,XP_011101042.1,KJ784442.1,"ACSL, fadD",Q9T0A0,PF00105//PF00501,KOG1256,LACS4_ARATH,,,,,,
1417,Cluster-67248.15938,Cv111,XP_012832182.1,XM_002456540.1,--,Q9FFF6,PF03171,--,DIOX5_ARATH,,,,,,
1418,Cluster-67248.99487,Cv111,XP_011087878.1,--,--,A8MQN2,--,--,LNK1_ARATH,,,,,,
1419,Cluster-67248.110128,Cv111,XP_011070908.1,XM_011072606.1,"CYP734A1, BAS1",H2DH17,PF00067//PF08236,KOG0158,C7A22_PANGI,,,,,,
1420,Cluster-67248.55630,Cv111,XP_011082540.1,--,--,--,--,--,-,,,,,,
1421,Cluster-67248.150416,Cv111,XP_011098513.1,--,--,Q94JU2,PF00892,--,WTR18_ARATH,,,,,,
1422,Cluster-67248.112128,Cv111,--,--,--,--,--,--,-,,,,,,
1423,Cluster-67248.118177,Cv111,XP_011094186.1,XM_011079457.1,"USP7, UBP15",Q9FPT1,PF00443,KOG1863,UBP12_ARATH,,,,,,
1424,Cluster-67248.110073,Cv111,XP_011096959.1,XM_011098659.1,--,Q9HGL2,PF13499//PF13833//PF12763//PF13405//PF01213//PF13202//PF00036//PF00404,KOG0998,YHLA_SCHPO,,,,,,
1425,Cluster-67248.2681,Cv111,XP_002292812.1,AB766050.1,EEF1A,Q96WZ1,PF03144//PF01926,KOG0052,EF1A_COCIM,,,,,,
1426,Cluster-67248.116654,Cv111,XP_011081001.1,XM_012997354.1,KATNA1,O67781,PF00155,KOG0257,AAT_AQUAE,,,,,,
1427,Cluster-67248.106748,Cv111,XP_011088124.1,XM_012994240.1,SEC31,Q8L611,PF00400,KOG0307,SC31B_ARATH,,,,,,
1428,Cluster-67248.99225,Cv111,XP_012858684.1,XM_013003230.1,crtZ,B3SGL0,PF04893//PF04116//PF09179,--,BCH_GENLU,,,,,,
1429,Cluster-67248.70748,Cv111,XP_012850885.1,KF887937.1,lipA,Q3LSN5,--,KOG2672,LIAS2_PEA,,,,,,
1430,Cluster-67248.105668,Cv111,XP_006446365.1,XM_011071193.1,EEF1B,P93447,PF00736,KOG1668,EF1D_PIMBR,,,,,,
1431,Cluster-67248.129896,Cv111,XP_012851178.1,XM_011100364.1,GBF1,Q42510,--,KOG0928,GNOM_ARATH,,,,,,
1432,Cluster-67248.98110,Cv111,XP_012858247.1,XM_011086336.1,"AARS, alaS",P36428,PF02272//PF01411//PF06810//PF07973,KOG0188,SYA_ARATH,,,,,,
1433,Cluster-67248.56573,Cv111,EYU22103.1,--,--,Q6H501,PF02362//PF02386,--,HKT6_ORYSJ,,,,,,
1434,Cluster-67248.87649,Cv111,XP_011071198.1,XM_011072898.1,CDC2L,Q7XUF4,PF00069//PF07714,KOG0663,CDKG2_ORYSJ,,,,,,
1435,Cluster-67248.113704,Cv111,XP_011097226.1,--,--,--,--,--,-,,,,,,
1436,Cluster-67248.148419,Cv111,XP_011074160.1,XM_010501765.1,--,Q9Y7K5,PF06645//PF00400,KOG0267,YGI3_SCHPO,,,,,,
1437,Cluster-67248.92088,Cv111,CAA40554.1,--,--,--,--,--,-,,,,,,
1438,Cluster-67248.74369,Cv111,XP_011080338.1,XM_011082036.1,--,Q9SYD6,PF01554,KOG1347,DTX42_ARATH,,,,,,
1439,Cluster-67248.117607,Cv111,XP_011098303.1,XM_011100001.1,--,Q9LJR3,PF00069//PF07714//PF00400,KOG0266,SPA3_ARATH,,,,,,
1440,Cluster-67248.63435,Cv111,AAR28757.1,AY395719.1,--,Q9MBC1,PF02458,--,3AT_PERFR,,,,,,
1441,Cluster-67248.57030,Cv111,--,--,--,--,--,--,-,,,,,,
1442,Cluster-67248.138436,Cv111,XP_012843844.1,XM_006598840.2,"TIF31, CLU1",F4JKH6,PF04700,--,TSS_ARATH,,,,,,
1443,Cluster-67248.121666,Cv111,XP_009783113.1,XM_011086057.1,aroC,Q42885,PF01264,KOG4492,AROC2_SOLLC,,,,,,
1444,Cluster-67248.18729,Cv111,XP_009768114.1,--,--,Q9LZT4,PF00974,--,EXLA1_ARATH,,,,,,
1445,Cluster-67248.152260,Cv111,XP_011081963.1,AB935510.1,--,Q76CU2,PF00005//PF00004//PF00437//PF01637,KOG0061,PDR1_TOBAC,,,,,,
1446,Cluster-67248.109614,Cv111,AGW27197.1,KF220560.1,--,Q9SMT7,PF00501,KOG1176,4CLLA_ARATH,,,,,,
1447,Cluster-67248.115728,Cv111,XP_011085407.1,XM_012619913.1,--,Q93XW5,PF07646//PF01344,KOG0379,NSP5_ARATH,,,,,,
1448,Cluster-67248.100533,Cv111,XP_012842864.1,XM_011075236.1,--,Q93YV7,PF03141//PF08241,--,PMT3_ARATH,,,,,,
1449,Cluster-5770.1,Cv111,XP_009116903.1,XM_013754988.1,HAO,Q9LRR9,PF01180//PF03060//PF00478//PF04309//PF02581//PF02811//PF01645//PF00977//PF01070,KOG0538,GLO1_ARATH,,,,,,
1450,Cluster-67248.115945,Cv111,XP_012832193.1,XM_012976739.1,AMPD,O80452,--,--,AMPD_ARATH,,,,,,
1451,Cluster-67248.55801,Cv111,XP_011085946.1,XM_011087644.1,--,Q9FL41,PF00558//PF00892,--,WTR38_ARATH,,,,,,
1452,Cluster-67248.112610,Cv111,XP_012833148.1,XM_012977694.1,"E3.1.2.6, gloB",Q9SID3,--,KOG0813,GLO2N_ARATH,,,,,,
1453,Cluster-67248.132445,Cv111,XP_011092368.1,XM_011094066.1,--,P41247,PF03575//PF01734,--,PLPL4_HUMAN,,,,,,
1454,Cluster-67248.82138,Cv111,XP_011089727.1,XM_011091425.1,--,O00410,PF03810//PF02985//PF03523//PF01602,KOG2171,IPO5_HUMAN,,,,,,
1455,Cluster-67248.39152,Cv111,XP_011087849.1,--,--,--,--,--,-,,,,,,
1456,Cluster-67248.102823,Cv111,XP_011070055.1,XM_016306353.1,--,O80683,PF02258,--,CAB25_ARATH,,,,,,
1457,Cluster-67248.81659,Cv111,XP_012843373.1,XM_011084600.1,CALS,Q9LYS6,--,--,CALS6_ARATH,,,,,,
1458,Cluster-67248.115553,Cv111,XP_011097233.1,XM_002284091.3,--,P48276,PF06440,--,YCF36_CYAPA,,,,,,
1459,Cluster-67248.135550,Cv111,XP_011098125.1,XM_006415447.1,"PDHB, pdhB",O64688,PF04281//PF02780,KOG0524,ODPB3_ARATH,,,,,,
1460,Cluster-67248.110185,Cv111,XP_010315704.1,--,--,--,PF01443,--,-,,,,,,
1461,Cluster-67248.101419,Cv111,XP_012849677.1,AB205137.1,TOP2,P30182,PF00521//PF00204//PF05864,KOG0355,TOP2_ARATH,,,,,,
1462,Cluster-67248.100752,Cv111,XP_012827462.1,XM_011098361.1,--,Q42093,PF00437//PF00005//PF13304//PF01580//PF00664//PF03193//PF01926//PF05049,KOG0054,AB2C_ARATH,,,,,,
1463,Cluster-67248.96096,Cv111,XP_012857616.1,XM_013002162.1,--,Q9LF97,PF00564,--,Y3295_ARATH,,,,,,
1464,Cluster-67248.96943,Cv111,XP_011097847.1,XM_012993448.1,VTC2_5,Q8RWE8,PF04140,KOG2720,GGAP1_ARATH,,,,,,
1465,Cluster-67248.22994,Cv111,XP_012833863.1,--,--,Q6L438,PF00862//PF05496//PF13855//PF00004//PF01926//PF00931//PF05965,--,R1A6_SOLDE,,,,,,
1466,Cluster-67248.85579,Cv111,AAL83251.1,AF474173.1,--,Q940K0,PF08477//PF00004//PF00931//PF00485//PF03266,--,DRL15_ARATH,,,,,,
1467,Cluster-67248.145378,Cv111,--,--,--,--,PF07840,--,-,,,,,,
1468,Cluster-67248.98815,Cv111,EYU43851.1,XM_008342672.1,K06890,Q94A20,PF00033,KOG2322,BI1L_ARATH,,,,,,
1469,Cluster-67248.96862,Cv111,XP_011083049.1,XR_848103.1,--,Q94JM3,PF06507//PF02362,--,ARFB_ARATH,,,,,,
1470,Cluster-67248.106499,Cv111,XP_011100717.1,XM_011082109.1,UBE3C,Q8RWB8,PF06309//PF06414//PF01121//PF00612//PF00620//PF00437//PF00485,KOG2200,UPL6_ARATH,,,,,,
1471,Cluster-67248.96714,Cv111,XP_006430603.1,XM_009802681.1,"glnA, GLUL",P32289,PF03951//PF00120,KOG0683,GLNA_VIGAC,,,,,,
1472,Cluster-67248.79820,Cv111,XP_011075956.1,XM_011077654.1,KPNB1,Q9FJD4,PF02985//PF03810//PF00393,KOG1241,IMB1_ARATH,,,,,,
1473,Cluster-67248.90888,Cv111,XP_011083851.1,XM_012996231.1,--,O48724,PF05440,--,WEB1_ARATH,,,,,,
1474,Cluster-67248.131901,Cv111,XP_012835226.1,XM_012979772.1,FKBP4_5,Q38931,PF13414//PF00515//PF13371//PF00254//PF13176//PF13181,KOG0543,FKB62_ARATH,,,,,,
1475,Cluster-67248.118085,Cv111,XP_011077209.1,XM_011086724.1,--,Q9FFY9,--,--,TRP4_ARATH,,,,,,
1476,Cluster-67248.93194,Cv111,XP_011083695.1,XM_011085394.1,"GPI, pgi",P54235,PF00342,KOG2446,G6PI1_CLACO,,,,,,
1477,Cluster-67248.54301,Cv111,XP_011080478.1,XM_011082176.1,LARP1,Q940X9,--,KOG2590,LRP1A_ARATH,,,,,,
1478,Cluster-67248.111945,Cv111,XP_011101289.1,XM_011102987.1,"AOC3, AOC2, tynA",Q07121,PF02728//PF02727,--,AMO1_ARTS1,,,,,,
1479,Cluster-67248.1946,Cv111,XP_002896997.1,XM_008894664.1,"RP-L24e, RPL24",Q8ISQ3,PF10099,KOG1722,RL24_BRABE,,,,,,
1480,Cluster-67248.75809,Cv111,AEZ55670.1,JN831100.1,--,--,--,--,-,,,,,,
1481,Cluster-67248.92042,Cv111,XP_011100750.1,XM_011102448.1,--,P03010,PF15673//PF14372//PF02077//PF05699//PF05450,--,TRAC9_MAIZE,,,,,,
1482,Cluster-67248.99964,Cv111,--,--,--,--,--,--,-,,,,,,
1483,Cluster-67248.102580,Cv111,XP_011080381.1,XM_011077082.1,--,P27057,--,--,GAST1_SOLLC,,,,,,
1484,Cluster-67248.108640,Cv111,XP_004508998.1,XM_016041317.1,--,Q94EJ6,PF05148//PF01209//PF08241//PF03141,--,PMTE_ARATH,,,,,,
1485,Cluster-67248.107835,Cv111,AAT02218.1,AY587891.1,4CL,P31687,PF00501,KOG1176,4CL2_SOYBN,,,,,,
1486,Cluster-67248.99585,Cv111,EYU19014.1,XM_012972249.1,--,Q9C9T2,PF00569//PF07887,--,SARD1_ARATH,,,,,,
1487,Cluster-67248.64955,Cv111,XP_011071979.1,XM_011073677.1,nadA,Q9FGS4,PF02445,--,NADA_ARATH,,,,,,
1488,Cluster-67248.87944,Cv111,XP_011091375.1,XM_011093073.1,--,Q7XA06,PF08880//PF00168//PF01764,KOG1030,SYT3_ARATH,,,,,,
1489,Cluster-67248.98425,Cv111,EPS60447.1,XM_006407407.1,CLTC,Q0WNJ6,PF00637//PF01621,KOG0985,CLAH1_ARATH,,,,,,
1490,Cluster-67248.99115,Cv111,XP_012844807.1,XM_012989354.1,"RBM25, S164",P49756,PF00076//PF01480,KOG2253,RBM25_HUMAN,,,,,,
1491,Cluster-67248.112145,Cv111,XP_008231476.1,BT147112.1,--,Q500U8,PF01073//PF01370,KOG1502,TKPR1_ARATH,,,,,,
1492,Cluster-67248.130547,Cv111,XP_011090575.1,XM_011080551.1,TGA,Q39237,PF14144//PF07716//PF00170,--,TGA1_ARATH,,,,,,
1493,Cluster-67248.100667,Cv111,XP_011070547.1,XM_012990602.1,THOC2,F4IAT2,PF04083//PF07926,KOG1874,THOC2_ARATH,,,,,,
1494,Cluster-68895.0,Cv111,XP_007215966.1,NM_000089.3,--,P08123,PF03185//PF02948//PF01410,--,CO1A2_HUMAN,,,,,,
1495,Cluster-53550.0,Cv111,XP_009524162.1,XM_008907115.1,"RP-S8e, RPS8",P49199,--,KOG3283,RS8_ORYSJ,,,,,,
1496,Cluster-67248.96569,Cv111,XP_011084486.1,U59477.1,"FAD8, desB",P48620,PF11960//PF00010//PF05615//PF05393,--,FAD3C_SESIN,,,,,,
1497,Cluster-67248.52724,Cv111,XP_011096404.1,--,--,--,PF13405//PF13833//PF13202//PF00036//PF13499//PF10591//PF03533,--,-,,,,,,
1498,Cluster-67248.143939,Cv111,XP_011093578.1,XM_011095279.1,PTCD1,Q8S9D1,PF04998//PF13176//PF13374,--,PP395_ARATH,,,,,,
1499,Cluster-67248.106114,Cv111,XP_011096198.1,XM_011097896.1,UTP14,Q5TAP6,PF04615,KOG2172,UT14C_HUMAN,,,,,,
1500,Cluster-67248.127863,Cv111,XP_011087731.1,XM_011089429.1,--,Q38898,PF00023//PF13606//PF00520,KOG0504,AKT2_ARATH,,,,,,
1501,Cluster-67248.139716,Cv111,XP_011075955.1,XM_011077653.1,"HSPA5, BIP",Q03684,PF01968//PF06723,KOG0100,BIP4_TOBAC,,,,,,
1502,Cluster-67248.37856,Cv111,XP_009764258.1,--,--,--,--,--,-,,,,,,
1503,Cluster-67248.130662,Cv111,XP_012858247.1,XM_013002793.1,"AARS, alaS",P36428,PF01411,KOG0188,SYA_ARATH,,,,,,
1504,Cluster-67248.97883,Cv111,XP_012834613.1,XM_011078864.1,--,Q9VNE2,PF02020,KOG2297,PKRA_DROME,,,,,,
1505,Cluster-67248.93476,Cv111,XP_011073704.1,XM_011075402.1,EIF4E,Q03389,PF04644//PF01652,KOG1670,IF4E2_WHEAT,,,,,,
1506,Cluster-67248.32556,Cv111,XP_011077943.1,--,--,Q9FH28,--,KOG0714,DNJ49_ARATH,,,,,,
1507,Cluster-67248.84229,Cv111,XP_010276124.1,XM_011099563.1,"GABARAP, ATG8, LC3",A2YS06,PF04110,KOG1654,ATG8C_ORYSI,,,,,,
1508,Cluster-67248.66368,Cv111,XP_011077808.1,XM_011079506.1,PHYLLO,Q15KI9,PF00205//PF02776//PF05221,--,PHYLO_ARATH,,,,,,
1509,Cluster-67248.119185,Cv111,XP_011076674.1,XM_011078372.1,CLTC,Q0WLB5,PF09268,KOG0985,CLAH2_ARATH,,,,,,
1510,Cluster-67248.148421,Cv111,XP_012838913.1,--,--,--,--,--,-,,,,,,
1511,Cluster-67248.101042,Cv111,XP_011079475.1,XM_011007658.1,ABCB1,O80725,PF00664//PF01926//PF03193//PF00503//PF00448//PF14532//PF00485//PF01583//PF00270//PF00005//PF07728//PF06414//PF00158//PF13304,KOG0055,AB4B_ARATH,,,,,,
1512,Cluster-67248.108515,Cv111,XP_011095120.1,--,"WNK, PRKWNK",Q2RBE3,--,--,WNK7_ORYSJ,,,,,,
1513,Cluster-67248.107142,Cv111,XP_011082125.1,XM_011083824.1,"BTAF1, MOT1",B5BT18,PF00176//PF02985//PF08064,KOG0392,BTAF1_ARATH,,,,,,
1514,Cluster-67248.52306,Cv111,XP_011087940.1,XM_011089638.1,TAF1,Q8LRK9,PF06638//PF00240,KOG0008,TAF1_ARATH,,,,,,
1515,Cluster-67248.53188,Cv111,--,--,--,--,PF03525//PF02091,--,-,,,,,,
1516,Cluster-67248.101496,Cv111,XP_011073378.1,XM_011075076.1,--,Q0WV90,PF05000//PF15172//PF00400,--,TPR1_ARATH,,,,,,
1517,Cluster-67248.83843,Cv111,XP_011081711.1,XM_011097703.1,--,--,--,--,-,,,,,,
1518,Cluster-67248.97436,Cv111,ADM48810.1,DQ266514.1,HPR2,Q65CJ7,PF00389//PF02826,KOG0069,HPPR_PLESU,,,,,,
1519,Cluster-67248.65027,Cv111,XP_011096196.1,XM_011097898.1,TIR1,Q570C0,PF12937,--,TIR1_ARATH,,,,,,
1520,Cluster-67248.97479,Cv111,XP_003522619.2,XM_011094664.1,PIP,Q9ZVX8,PF00230,KOG0223,PIP28_ARATH,,,,,,
1521,Cluster-67248.98511,Cv111,P13851.1,XM_013878811.1,LHCB1,P13851,--,--,CB21_SINAL,,,,,,
1522,Cluster-67248.71352,Cv111,XP_011083129.1,XM_011084827.1,--,O48847,PF08513,KOG4594,LUH_ARATH,,,,,,
1523,Cluster-67248.146823,Cv111,XP_011081567.1,KF872205.1,"RDR, RDRP",Q9SG02,PF05183,KOG0988,RDR6_ARATH,,,,,,
1524,Cluster-67248.94803,Cv111,XP_011080593.1,XM_011082292.1,--,Q9LEV3,--,--,CBSX3_ARATH,,,,,,
1525,Cluster-67248.83096,Cv111,XP_011087915.1,XM_011089613.1,PPP2C,Q9XGH7,PF00149,KOG0371,PP2A_TOBAC,,,,,,
1526,Cluster-67248.130868,Cv111,XP_011090735.1,XM_012976996.1,LOX1_5,Q9LUW0,PF00305//PF01477//PF05405,--,LOX5_ARATH,,,,,,
1527,Cluster-67248.78428,Cv111,XP_011099667.1,XM_011076700.1,--,P0CG70,PF00240//PF01663//PF14560,KOG0001,UBI4P_NEUCR,,,,,,
1528,Cluster-67248.104561,Cv111,AAM12880.1,XM_011083627.1,RAN,P38548,PF08477//PF00071,KOG0096,RAN_VICFA,,,,,,
1529,Cluster-67248.99916,Cv111,XP_011082976.1,XM_011084675.1,"ftsH, hflB",Q655S1,PF05496//PF00004//PF01695//PF06480//PF01434//PF02367//PF06068//PF00005//PF07724//PF07728//PF06414//PF00158,KOG0731,FTSH2_ORYSJ,,,,,,
1530,Cluster-67248.130879,Cv111,XP_011090733.1,XM_011085644.1,LOX1_5,Q43191,PF01763//PF01344//PF00305//PF01477//PF00439,--,LOX15_SOLTU,,,,,,
1531,Cluster-67248.98283,Cv111,XP_011100940.1,XM_012989773.1,ALDO,Q944G9,PF00274,KOG1557,ALFP2_ARATH,,,,,,
1532,Cluster-67248.79543,Cv111,XP_011087988.1,XM_012972853.1,--,--,--,--,-,,,,,,
1533,Cluster-67248.110595,Cv111,XP_011096774.1,--,--,D1FP53,--,--,LIN_MEDTR,,,,,,
1534,Cluster-67248.42824,Cv111,XP_011082482.1,XM_011084180.1,--,Q945T0,--,--,RALF_TOBAC,,,,,,
1535,Cluster-67248.147119,Cv111,XP_012854528.1,XM_011080038.1,--,O81016,PF00005//PF13304//PF01637//PF01061//PF03266//PF03796//PF01926//PF03193//PF00004,KOG0065,AB32G_ARATH,,,,,,
1536,Cluster-67248.87881,Cv111,XP_002530279.1,XM_012976157.1,"RP-L12e, RPL12",O50003,PF00298,KOG0886,RL12_PRUAR,,,,,,
1537,Cluster-67248.4354,Cv111,AIF75332.1,XM_013870180.1,rbcS,P27985,--,--,RBS2_BRANA,,,,,,
1538,Cluster-67248.94338,Cv111,AAB39387.1,U59477.1,"FAD8, desB",P48620,PF00487,--,FAD3C_SESIN,,,,,,
1539,Cluster-67248.103587,Cv111,AEZ55668.1,KJ746807.1,"gcpE, ispG",F4K0E8,PF04551,--,ISPG_ARATH,,,,,,
1540,Cluster-67248.93175,Cv111,XP_011083071.1,XM_011084769.1,--,Q7GB25,PF13304//PF00005//PF00270//PF00437//PF02031//PF01443//PF01926//PF01580//PF00664,KOG0054,AB5C_ARATH,,,,,,
1541,Cluster-67248.109517,Cv111,XP_011098331.1,XM_012995144.1,"E1.3.1.33, por",Q9SDT1,PF00106,KOG1208,POR_DAUCA,,,,,,
1542,Cluster-67248.96645,Cv111,--,--,--,--,PF13691,--,-,,,,,,
1543,Cluster-67248.96312,Cv111,CDP00563.1,XM_011092112.1,--,Q9LI74,PF00171//PF04882,KOG2456,CHUP1_ARATH,,,,,,
1544,Cluster-67248.92017,Cv111,XP_012855911.1,XM_011083569.1,--,--,--,--,-,,,,,,
1545,Cluster-67248.158990,Cv111,XP_011080534.1,XM_011082232.1,--,--,--,--,-,,,,,,
1546,Cluster-67248.157289,Cv111,XP_011077890.1,XM_011079589.1,--,Q8S8F2,PF00560,--,FBL11_ARATH,,,,,,
1547,Cluster-32704.0,Cv111,XP_011074906.1,AM437772.2,FLS2,C0LGQ5,PF00069//PF00560//PF13855//PF07714,--,GSO1_ARATH,,,,,,
1548,Cluster-67248.81781,Cv111,AJD25173.1,DQ355979.1,CYP73A,P48522,PF02443//PF00067,--,TCMO_CATRO,,,,,,
1549,Cluster-67248.91090,Cv111,XP_011087878.1,--,--,A8MQN2,--,--,LNK1_ARATH,,,,,,
1550,Cluster-67248.103623,Cv111,XP_012838581.1,XM_011091675.1,--,P93231,PF00400,KOG2066,VPS41_SOLLC,,,,,,
1551,Cluster-67248.55245,Cv111,XP_011096261.1,XM_011097959.1,"CKAP5, XMAP215",Q94FN2,PF11640//PF02985,KOG1820,MOR1_ARATH,,,,,,
1552,Cluster-67248.33940,Cv111,--,--,--,--,--,--,-,,,,,,
1553,Cluster-67248.93424,Cv111,XP_011071979.1,XM_011073677.1,nadA,Q9FGS4,PF02445,--,NADA_ARATH,,,,,,
1554,Cluster-67248.89080,Cv111,XP_010473784.1,--,--,--,--,--,-,,,,,,
1555,Cluster-67248.99210,Cv111,XP_011092342.1,KT893766.1,--,Q9NUJ3,--,KOG0613,T11L1_HUMAN,,,,,,
1556,Cluster-67248.63364,Cv111,XP_011074201.1,XM_011075899.1,--,Q9M9E8,PF15095//PF00646//PF12937,KOG2130,FB92_ARATH,,,,,,
1557,Cluster-67248.97463,Cv111,XP_011099981.1,XM_011101682.1,--,Q8W486,PF02741,--,Y1491_ARATH,,,,,,
1558,Cluster-67248.113145,Cv111,XP_011088006.1,XM_011089704.1,--,Q9M0Z3,PF00999//PF02102,--,KEA3_ARATH,,,,,,
1559,Cluster-22203.0,Cv111,--,--,--,--,--,--,-,,,,,,
1560,Cluster-67248.95176,Cv111,XP_010431786.1,XM_011090332.1,"ATPeV1B, ATP6B",Q9SZN1,PF00306,KOG1351,VATB2_ARATH,,,,,,
1561,Cluster-67248.87900,Cv111,XP_010696339.1,--,--,--,--,--,-,,,,,,
1562,Cluster-67248.100247,Cv111,XP_011091511.1,XM_011093209.1,--,Q8VZ79,PF13912//PF02831//PF03470//PF03468,KOG0161,IDN2_ARATH,,,,,,
1563,Cluster-67248.102077,Cv111,NP_001291338.1,XM_012989716.1,"INO1, ISYNA1",Q9FYV1,PF07994,KOG0693,INO1_SESIN,,,,,,
1564,Cluster-67248.68063,Cv111,XP_011069898.1,AK368228.1,E2.4.1.207,Q9FI31,PF00722//PF06955,--,XTH20_ARATH,,,,,,
1565,Cluster-67248.60257,Cv111,XP_011078178.1,XM_011095638.1,--,Q2MHE4,PF07714//PF00069,--,HT1_ARATH,,,,,,
1566,Cluster-67248.129995,Cv111,XP_011072252.1,XM_011073950.1,CRY,O48652,--,KOG0133,UVR3_ARATH,,,,,,
1567,Cluster-67248.75185,Cv111,XP_011095470.1,XM_011097168.1,--,Q5PNS0,PF00628//PF13639//PF00097//PF17123//PF00130,KOG1514,Y3228_ARATH,,,,,,
1568,Cluster-67248.120902,Cv111,AGT80621.1,XM_009624289.1,"speD, AMD1",Q96471,PF01536,KOG0788,DCAM_IPONI,,,,,,
1569,Cluster-67248.86729,Cv111,XP_012843099.1,XM_012987645.1,--,Q9FGK0,--,--,NDUB8_ARATH,,,,,,
1570,Cluster-67248.83422,Cv111,XP_011082383.1,XM_004500184.2,--,--,--,--,-,,,,,,
1571,Cluster-67248.104128,Cv111,--,--,--,--,--,--,-,,,,,,
1572,Cluster-67248.123363,Cv111,XP_011081976.1,XM_011083674.1,--,Q9SZ52,PF13414//PF13174//PF00637//PF00515//PF16517//PF13176//PF13181,--,PP344_ARATH,,,,,,
1573,Cluster-67248.98932,Cv111,XP_011098275.1,XM_012220885.1,ADCL,Q8L493,PF01063,--,DAAA_ARATH,,,,,,
1574,Cluster-67248.55950,Cv111,XP_012851351.1,XM_012995897.1,"E2.4.1.1, glgP, PYG",P27598,PF00343,KOG2099,PHSL_IPOBA,,,,,,
1575,Cluster-67248.79969,Cv111,XP_011080957.1,XM_010090805.1,--,Q9X0Y1,PF11610,--,P1254_THEMA,,,,,,
1576,Cluster-67248.109804,Cv111,--,--,--,--,PF04568,--,-,,,,,,
