Cluster-12724.0,GO:0006730
Cluster-67248.88088,GO:0003824
Cluster-67248.88133,GO:0004674
Cluster-67248.88741,GO:0004871
Cluster-67248.88872,GO:0005506
Cluster-67248.88914,GO:0005515
Cluster-67248.89076,GO:0003824
Cluster-67248.89429,GO:0004525
Cluster-67248.90443,GO:0015321
Cluster-67248.90892,GO:0016491
Cluster-67248.91024,GO:0005515
Cluster-67248.91387,GO:0005102
Cluster-67248.91509,GO:0000166
Cluster-67248.91693,GO:0016491
Cluster-67248.91850,GO:0004721
Cluster-67248.91872,GO:0003824
Cluster-67248.92042,GO:0000976
Cluster-67248.92191,GO:0016491
Cluster-67248.92549,GO:0005524
Cluster-67248.92568,GO:0003924
Cluster-67248.92570,GO:0042626
Cluster-67248.92575,GO:0003677
Cluster-67248.92821,GO:0016832
Cluster-67248.92937,GO:0030170
Cluster-67248.93175,GO:0005525
Cluster-67248.93473,GO:0003723
Cluster-67248.93474,GO:0003723
Cluster-67248.93476,GO:0003743
Cluster-67248.93520,GO:2001070
Cluster-67248.94104,GO:0071949
Cluster-67248.94279,GO:0004222
Cluster-67248.94495,GO:0016616
Cluster-67248.94559,GO:0005515
Cluster-67248.95273,GO:0005515
Cluster-67248.95310,GO:0046983
Cluster-67248.95417,GO:0003723
Cluster-67248.95718,GO:0005134
Cluster-67248.95818,GO:0000166
Cluster-67248.95931,GO:0004715
Cluster-67248.96338,GO:0045735
Cluster-67248.96624,GO:0004842
Cluster-67248.96888,GO:0005524
Cluster-67248.96925,GO:0005509
Cluster-67248.96954,GO:0005506
Cluster-67248.96993,GO:0016491
Cluster-67248.97256,GO:0005515
Cluster-67248.97453,GO:0003676
Cluster-67248.97521,GO:0016491
Cluster-67248.97627,GO:0030284
Cluster-67248.97664,GO:0020037
Cluster-67248.97739,GO:0015078
Cluster-67248.97976,GO:0008270
Cluster-67248.98110,GO:0005524
Cluster-67248.98441,GO:0016491
Cluster-67248.98484,GO:0005524
Cluster-67248.98761,GO:0004672
Cluster-67248.98903,GO:0016638
Cluster-67248.98966,GO:0046872
Cluster-67248.99044,GO:0046873
Cluster-67248.99067,GO:0005525
Cluster-67248.99225,GO:0016491
Cluster-67248.99280,GO:0000166
Cluster-67248.99295,GO:0016705
Cluster-67248.99383,GO:0016491
Cluster-67248.99537,GO:0008716
Cluster-67248.99572,GO:0046872
Cluster-67248.99884,GO:0005515
Cluster-67248.99907,GO:0004386
Cluster-67248.99916,GO:0004222
Cluster-67248.99927,GO:0016638
Cluster-73563.2,GO:0003700
Cluster-21903.0,GO:0016614
Cluster-29250.0,GO:0003779
Cluster-44121.0,GO:0003677
Cluster-51470.0,GO:0051082
Cluster-5770.1,GO:0015930
Cluster-67245.0,GO:0004867
Cluster-67245.1,GO:0003676
Cluster-67248.100027,GO:0005524
Cluster-67248.100188,GO:0005506
Cluster-67248.100189,GO:0005506
Cluster-67248.100380,GO:2001070
Cluster-67248.100748,GO:0005525
Cluster-67248.100751,GO:0000166
Cluster-67248.100752,GO:0005524
Cluster-67248.100933,GO:0003723
Cluster-67248.101042,GO:0016301
Cluster-67248.101068,GO:0005524
Cluster-67248.101419,GO:0005524
Cluster-67248.101496,GO:0005179
Cluster-67248.101627,GO:0004616
Cluster-67248.101804,GO:0008483
Cluster-67248.101806,GO:0008483
Cluster-67248.101809,GO:0004553
Cluster-67248.101810,GO:0030170
Cluster-67248.101981,GO:0004623
Cluster-67248.102146,GO:0016491
Cluster-67248.102424,GO:0016810
Cluster-67248.102459,GO:0030695
Cluster-67248.102646,GO:0008270
Cluster-67248.104195,GO:0016491
Cluster-67248.104224,GO:0005515
Cluster-67248.104349,GO:0003989
Cluster-67248.104703,GO:0005198
Cluster-67248.105166,GO:0008270
Cluster-67248.105332,GO:0005524
Cluster-67248.105794,GO:0046983
Cluster-67248.105873,GO:0016705
Cluster-67248.106241,GO:0003777
Cluster-67248.106499,GO:0005524
Cluster-67248.106796,GO:0005524
Cluster-67248.106883,GO:0050660
Cluster-67248.107110,GO:0003774
Cluster-67248.107477,GO:0003677
Cluster-67248.108000,GO:0003743
Cluster-67248.108165,GO:0008883
Cluster-67248.108388,GO:0003824
Cluster-67248.108528,GO:0004672
Cluster-67248.109143,GO:0004677
Cluster-67248.109316,GO:0005515
Cluster-67248.109976,GO:0016651
Cluster-67248.110073,GO:0005515
Cluster-67248.110128,GO:0005506
Cluster-67248.111402,GO:0005515
Cluster-67248.112145,GO:0050662
Cluster-67248.112295,GO:0016491
Cluster-67248.112591,GO:0008017
Cluster-67248.112611,GO:0008270
Cluster-67248.114681,GO:0016817
Cluster-67248.115049,GO:0009378
Cluster-67248.115148,GO:0004553
Cluster-67248.115246,GO:0008270
Cluster-67248.115953,GO:0046872
Cluster-67248.115998,GO:0045156
Cluster-67248.116386,GO:0005515
Cluster-67248.116848,GO:0042626
Cluster-67248.116978,GO:0003924
Cluster-67248.117067,GO:0016491
Cluster-67248.117251,GO:0003676
Cluster-67248.117442,GO:0004402
Cluster-67248.117649,GO:0016787
Cluster-67248.117780,GO:0009378
Cluster-67248.118489,GO:0005524
Cluster-67248.119101,GO:0016876
Cluster-67248.120716,GO:0046872
Cluster-67248.120781,GO:0015299
Cluster-67248.122438,GO:0005524
Cluster-67248.123018,GO:0046872
Cluster-67248.123094,GO:0046872
Cluster-67248.123373,GO:0016161
Cluster-67248.126110,GO:0051287
Cluster-67248.128314,GO:0005524
Cluster-67248.130868,GO:0046872
Cluster-67248.130869,GO:0046872
Cluster-67248.131910,GO:0016491
Cluster-67248.132953,GO:0003676
Cluster-67248.133943,GO:0004519
Cluster-67248.134402,GO:0050662
Cluster-67248.135023,GO:0003924
Cluster-67248.135500,GO:0050662
Cluster-67248.139003,GO:0004672
Cluster-67248.139231,GO:0003677
Cluster-67248.139306,GO:0008270
Cluster-67248.140445,GO:0030674
Cluster-67248.141064,GO:0003924
Cluster-67248.141065,GO:0008134
Cluster-67248.142580,GO:0016705
Cluster-67248.145870,GO:0003676
Cluster-67248.147119,GO:0005525
Cluster-67248.147120,GO:0005525
Cluster-67248.147797,GO:0016705
Cluster-67248.149503,GO:0003723
Cluster-67248.1520,GO:0003676
Cluster-67248.152682,GO:0005524
Cluster-67248.154178,GO:0003677
Cluster-67248.156281,GO:0003777
Cluster-67248.158081,GO:0005524
Cluster-67248.158143,GO:0008134
Cluster-67248.161898,GO:0003950
Cluster-67248.163216,GO:0005524
Cluster-67248.163265,GO:0003723
Cluster-67248.164029,GO:0008270
Cluster-67248.165899,GO:0004484
Cluster-67248.171401,GO:0004803
Cluster-67248.172254,GO:0005524
Cluster-67248.173471,GO:0080019
Cluster-67248.19877,GO:0000774
Cluster-67248.21632,GO:0050660
Cluster-67248.22994,GO:0009378
Cluster-67248.27951,GO:0003847
Cluster-67248.34781,GO:0008270
Cluster-67248.36113,GO:0003777
Cluster-67248.38272,GO:0008289
Cluster-67248.39226,GO:0003676
Cluster-67248.41890,GO:0005515
Cluster-67248.44994,GO:0046872
Cluster-67248.47677,GO:0004803
Cluster-67248.51096,GO:0003676
Cluster-67248.52468,GO:0008134
Cluster-67248.54663,GO:0005515
Cluster-67248.55330,GO:0003774
Cluster-67248.55836,GO:0003677
Cluster-67248.56391,GO:0004017
Cluster-67248.60330,GO:0005524
Cluster-67248.62054,GO:0042626
Cluster-67248.66995,GO:0071949
Cluster-67248.68108,GO:0003924
Cluster-67248.68110,GO:0016887
Cluster-67248.69215,GO:0003700
Cluster-67248.69949,GO:0005515
Cluster-67248.70181,GO:0008017
Cluster-67248.70526,GO:0042626
Cluster-67248.73459,GO:0008026
Cluster-67248.75006,GO:0003824
Cluster-67248.76854,GO:0046872
Cluster-67248.78974,GO:0003735
Cluster-67248.79238,GO:0043565
Cluster-67248.79805,GO:0003723
Cluster-67248.79820,GO:0004616
Cluster-67248.79928,GO:0016301
Cluster-67248.82229,GO:0005524
Cluster-67248.82464,GO:0004506
Cluster-67248.83386,GO:0005524
Cluster-67248.83389,GO:0005524
Cluster-67248.83468,GO:0003854
Cluster-67248.84071,GO:0005524
Cluster-67248.84836,GO:0016491
Cluster-67248.85099,GO:0016817
Cluster-67248.85579,GO:0005524
Cluster-67248.86976,GO:0051287
Cluster-67248.87057,GO:0016702
Cluster-67248.87315,GO:0003723
Cluster-67248.87698,GO:0050662
Cluster-67248.88066,GO:0016705
Cluster-67248.88741,GO:0005198
Cluster-67248.89429,GO:0003723
Cluster-67248.90443,GO:0005515
Cluster-67248.91387,GO:0030674
Cluster-67248.91509,GO:0008408
Cluster-67248.91850,GO:0004725
Cluster-67248.91872,GO:0003854
Cluster-67248.92191,GO:0003854
Cluster-67248.92549,GO:0004672
Cluster-67248.92568,GO:0042626
Cluster-67248.92570,GO:0003924
Cluster-67248.92575,GO:0005525
Cluster-67248.92937,GO:0016829
Cluster-67248.93175,GO:0003677
Cluster-67248.93474,GO:0005179
Cluster-67248.93520,GO:0046983
Cluster-67248.94104,GO:0016616
Cluster-67248.94279,GO:0016887
Cluster-67248.94495,GO:0050662
Cluster-67248.95273,GO:0003690
Cluster-67248.95310,GO:0004483
Cluster-67248.95417,GO:0004535
Cluster-67248.95718,GO:0043531
Cluster-67248.95931,GO:0003676
Cluster-67248.96624,GO:0046872
Cluster-67248.96888,GO:0003676
Cluster-67248.97453,GO:0005515
Cluster-67248.97521,GO:0051287
Cluster-67248.97627,GO:0005515
Cluster-67248.97664,GO:0005506
Cluster-67248.97739,GO:0008964
Cluster-67248.98110,GO:0016876
Cluster-67248.98761,GO:0000400
Cluster-67248.98903,GO:0005198
Cluster-67248.99044,GO:0005198
Cluster-67248.99067,GO:0043531
Cluster-67248.99225,GO:0005524
Cluster-67248.99537,GO:0005524
Cluster-67248.99884,GO:0003887
Cluster-67248.99907,GO:0003899
Cluster-67248.99916,GO:0016887
Cluster-21903.0,GO:0016705
Cluster-29250.0,GO:0005089
Cluster-44121.0,GO:0016887
Cluster-51470.0,GO:0008270
Cluster-5770.1,GO:0016491
Cluster-67248.100748,GO:0016887
Cluster-67248.100751,GO:0003677
Cluster-67248.100752,GO:0042626
Cluster-67248.101042,GO:0005525
Cluster-67248.101068,GO:0016887
Cluster-67248.102459,GO:0008375
Cluster-67248.104349,GO:0051082
Cluster-67248.105166,GO:0005515
Cluster-67248.105873,GO:0016491
Cluster-67248.106241,GO:0046870
Cluster-67248.106796,GO:0008270
Cluster-67248.107477,GO:0016301
Cluster-67248.108165,GO:0051082
Cluster-67248.108528,GO:0046872
Cluster-67248.109316,GO:0004672
Cluster-67248.112295,GO:0071949
Cluster-67248.112611,GO:0005515
Cluster-67248.114681,GO:0004197
Cluster-67248.115049,GO:0003723
Cluster-67248.115148,GO:0016491
Cluster-67248.116386,GO:0008017
Cluster-67248.116848,GO:0000166
Cluster-67248.116978,GO:0019001
Cluster-67248.117067,GO:0016705
Cluster-67248.117649,GO:0003677
Cluster-67248.117780,GO:0003723
Cluster-67248.118489,GO:0005515
Cluster-67248.120716,GO:0015297
Cluster-67248.123018,GO:0016760
Cluster-67248.123094,GO:0061630
Cluster-67248.123373,GO:0046872
Cluster-67248.126110,GO:0008677
Cluster-67248.128314,GO:0003723
Cluster-67248.131910,GO:0051287
Cluster-67248.132953,GO:0051082
Cluster-67248.133943,GO:0008017
Cluster-67248.135023,GO:0003724
Cluster-67248.139231,GO:0016773
Cluster-67248.139306,GO:0003968
Cluster-67248.140445,GO:0005102
Cluster-67248.141064,GO:0003724
Cluster-67248.141065,GO:0005524
Cluster-67248.142580,GO:0071949
Cluster-67248.145870,GO:0004003
Cluster-67248.147119,GO:0003678
Cluster-67248.147120,GO:0003678
Cluster-67248.147797,GO:0016614
Cluster-67248.149503,GO:0003676
Cluster-67248.152682,GO:0043565
Cluster-67248.158143,GO:0005524
Cluster-67248.163265,GO:0016787
Cluster-67248.171401,GO:0003700
Cluster-67248.172254,GO:0003676
Cluster-67248.173471,GO:0050662
Cluster-67248.21632,GO:0004499
Cluster-67248.22994,GO:0005525
Cluster-67248.34781,GO:0016787
Cluster-67248.38272,GO:0003690
Cluster-67248.39226,GO:0008013
Cluster-67248.47677,GO:0016887
Cluster-67248.51096,GO:0005524
Cluster-67248.52468,GO:0003774
Cluster-67248.54663,GO:0008270
Cluster-67248.62054,GO:0000166
Cluster-67248.66995,GO:0050660
Cluster-67248.68108,GO:0005201
Cluster-67248.68110,GO:0005525
Cluster-67248.69949,GO:0004017
Cluster-67248.79805,GO:0003968
Cluster-67248.79928,GO:0008134
Cluster-67248.82464,GO:0050660
Cluster-67248.83386,GO:0004601
Cluster-67248.83468,GO:0003824
Cluster-67248.84836,GO:0071949
Cluster-67248.85579,GO:0098519
Cluster-67248.86976,GO:0016491
Cluster-67248.87057,GO:0008270
Cluster-67248.87315,GO:0003724
Cluster-67248.88741,GO:0005515
Cluster-67248.89429,GO:0005524
Cluster-67248.90443,GO:0003676
Cluster-67248.91387,GO:0045502
Cluster-67248.91850,GO:0008138
Cluster-67248.91872,GO:0016616
Cluster-67248.92191,GO:0016616
Cluster-67248.92568,GO:0005524
Cluster-67248.92570,GO:0005525
Cluster-67248.92575,GO:0003924
Cluster-67248.93175,GO:0000166
Cluster-67248.94104,GO:0003824
Cluster-67248.94279,GO:0005524
Cluster-67248.94495,GO:0016491
Cluster-67248.95310,GO:0004252
Cluster-67248.96624,GO:0004100
Cluster-67248.97453,GO:0003677
Cluster-67248.97521,GO:0004764
Cluster-67248.97627,GO:0005496
Cluster-67248.97664,GO:0005515
Cluster-67248.98110,GO:0005198
Cluster-67248.98761,GO:0000287
Cluster-67248.98903,GO:0045156
Cluster-67248.99044,GO:0005524
Cluster-67248.99067,GO:0004871
Cluster-67248.99225,GO:0000166
Cluster-67248.99907,GO:0003677
Cluster-67248.99916,GO:0009378
Cluster-21903.0,GO:0050660
Cluster-29250.0,GO:0016787
Cluster-51470.0,GO:0005524
Cluster-5770.1,GO:0016627
Cluster-67248.100751,GO:0005525
Cluster-67248.100752,GO:0003924
Cluster-67248.101042,GO:0003676
Cluster-67248.101068,GO:0009378
Cluster-67248.104349,GO:0042803
Cluster-67248.105873,GO:0004222
Cluster-67248.106241,GO:0000774
Cluster-67248.107477,GO:0008134
Cluster-67248.108165,GO:0016151
Cluster-67248.108528,GO:0005524
Cluster-67248.109316,GO:0016887
Cluster-67248.115049,GO:0005524
Cluster-67248.115148,GO:0050662
Cluster-67248.116386,GO:0043565
Cluster-67248.116848,GO:0005524
Cluster-67248.117780,GO:0005515
Cluster-67248.118489,GO:0004813
Cluster-67248.120716,GO:0015238
Cluster-67248.123373,GO:0004725
Cluster-67248.126110,GO:0003857
Cluster-67248.131910,GO:0003854
Cluster-67248.135023,GO:0016787
Cluster-67248.139231,GO:0004672
Cluster-67248.139306,GO:0017111
Cluster-67248.141064,GO:0043531
Cluster-67248.141065,GO:0003723
Cluster-67248.142580,GO:0016616
Cluster-67248.147119,GO:0016887
Cluster-67248.147120,GO:0016887
Cluster-67248.147797,GO:0016491
Cluster-67248.149503,GO:0016887
Cluster-67248.152682,GO:0008017
Cluster-67248.158143,GO:0016301
Cluster-67248.163265,GO:0003677
Cluster-67248.172254,GO:0008270
Cluster-67248.21632,GO:0050661
Cluster-67248.22994,GO:0043531
Cluster-67248.34781,GO:0003677
Cluster-67248.38272,GO:0005198
Cluster-67248.52468,GO:0004672
Cluster-67248.62054,GO:0005524
Cluster-67248.66995,GO:0016491
Cluster-67248.79805,GO:0004146
Cluster-67248.79928,GO:0005524
Cluster-67248.82464,GO:0051287
Cluster-67248.86976,GO:0003855
Cluster-67248.87057,GO:0005525
Cluster-67248.87315,GO:0004553
Cluster-67248.88741,GO:0004713
Cluster-67248.89429,GO:0005515
Cluster-67248.91387,GO:0008134
Cluster-67248.91850,GO:0051537
Cluster-67248.91872,GO:0050662
Cluster-67248.92570,GO:0016301
Cluster-67248.92575,GO:0042626
Cluster-67248.93175,GO:0042626
Cluster-67248.94104,GO:0050660
Cluster-67248.94279,GO:0009378
Cluster-67248.95310,GO:0008168
Cluster-67248.96624,GO:0008270
Cluster-67248.97521,GO:0003855
Cluster-67248.97664,GO:0016705
Cluster-67248.98110,GO:0004813
Cluster-67248.99044,GO:0005515
Cluster-67248.99067,GO:0003924
Cluster-67248.99907,GO:0046872
Cluster-67248.99916,GO:0008270
Cluster-21903.0,GO:0003899
Cluster-29250.0,GO:0003677
Cluster-51470.0,GO:0016818
Cluster-5770.1,GO:0018580
Cluster-67248.100751,GO:0016887
Cluster-67248.100752,GO:0000166
Cluster-67248.101042,GO:0005524
Cluster-67248.101068,GO:0004252
Cluster-67248.104349,GO:0000774
Cluster-67248.106241,GO:0008017
Cluster-67248.107477,GO:0003723
Cluster-67248.108528,GO:0003723
Cluster-67248.109316,GO:0000155
Cluster-67248.115049,GO:0016887
Cluster-67248.117780,GO:0005524
Cluster-67248.120716,GO:0009055
Cluster-67248.126110,GO:0004665
Cluster-67248.131910,GO:0003824
Cluster-67248.135023,GO:0016887
Cluster-67248.141064,GO:0005525
Cluster-67248.141065,GO:0003924
Cluster-67248.149503,GO:0016787
Cluster-67248.158143,GO:0004672
Cluster-67248.163265,GO:0043140
Cluster-67248.21632,GO:0016491
Cluster-67248.34781,GO:0042393
Cluster-67248.38272,GO:0000166
Cluster-67248.52468,GO:0016301
Cluster-67248.66995,GO:0003857
Cluster-67248.79928,GO:0003723
Cluster-67248.82464,GO:0016491
Cluster-67248.87315,GO:0098519
Cluster-67248.89429,GO:0016891
Cluster-67248.91387,GO:0003774
Cluster-67248.91872,GO:0004616
Cluster-67248.92570,GO:0003677
Cluster-67248.92575,GO:0098519
Cluster-67248.93175,GO:0008270
Cluster-67248.94104,GO:0051287
Cluster-67248.95310,GO:0008171
Cluster-67248.96624,GO:0005515
Cluster-67248.97664,GO:0046873
Cluster-67248.99044,GO:0003676
Cluster-67248.99067,GO:0003724
Cluster-67248.99907,GO:0016787
Cluster-67248.99916,GO:0003678
Cluster-67248.101042,GO:0008134
Cluster-67248.101068,GO:0004107
Cluster-67248.104349,GO:0008289
Cluster-67248.107477,GO:0005524
Cluster-67248.108528,GO:0008137
Cluster-67248.115049,GO:0005525
Cluster-67248.120716,GO:0003700
Cluster-67248.126110,GO:0016616
Cluster-67248.131910,GO:0016616
Cluster-67248.135023,GO:0009378
Cluster-67248.141064,GO:0016887
Cluster-67248.141065,GO:0003724
Cluster-67248.149503,GO:0043531
Cluster-67248.163265,GO:0043565
Cluster-67248.21632,GO:0004568
Cluster-67248.38272,GO:0008855
Cluster-67248.52468,GO:0005515
Cluster-67248.66995,GO:0043565
Cluster-67248.79928,GO:0003724
Cluster-67248.82464,GO:0008677
Cluster-67248.89429,GO:0003676
Cluster-67248.91387,GO:0042803
Cluster-67248.92570,GO:0043531
Cluster-67248.92575,GO:0000166
Cluster-67248.93175,GO:0003676
Cluster-67248.94104,GO:0016491
Cluster-67248.95310,GO:0003968
Cluster-67248.99067,GO:0031683
Cluster-67248.99907,GO:0016846
Cluster-67248.99916,GO:0016301
Cluster-67248.101042,GO:0003924
Cluster-67248.101068,GO:0004176
Cluster-67248.107477,GO:0003924
Cluster-67248.120716,GO:0003993
Cluster-67248.135023,GO:0016301
Cluster-67248.149503,GO:0004386
Cluster-67248.21632,GO:0008641
Cluster-67248.38272,GO:0051082
Cluster-67248.79928,GO:0016787
Cluster-67248.92570,GO:0016887
Cluster-67248.92575,GO:0005524
Cluster-67248.93175,GO:0005524
Cluster-67248.94104,GO:0003857
Cluster-67248.95310,GO:0004482
Cluster-67248.99067,GO:0005524
Cluster-67248.99907,GO:0004017
Cluster-67248.101042,GO:0004871
Cluster-67248.101068,GO:0005525
Cluster-67248.107477,GO:0003724
Cluster-67248.120716,GO:0008270
Cluster-67248.135023,GO:0003677
Cluster-67248.149503,GO:0003677
Cluster-67248.21632,GO:0003677
Cluster-67248.38272,GO:0005524
Cluster-67248.79928,GO:0016887
Cluster-67248.95310,GO:0017111
Cluster-67248.99067,GO:0003723
Cluster-67248.99907,GO:0003896
Cluster-67248.101042,GO:0019001
Cluster-67248.107477,GO:0016787
Cluster-67248.120716,GO:0005515
Cluster-67248.135023,GO:0005525
Cluster-67248.149503,GO:0003678
Cluster-67248.21632,GO:0071949
Cluster-67248.38272,GO:0030983
Cluster-67248.95310,GO:0016817
Cluster-67248.99907,GO:0005506
Cluster-67248.101042,GO:0016887
Cluster-67248.107477,GO:0016887
Cluster-67248.135023,GO:0046873
Cluster-67248.149503,GO:0005525
Cluster-67248.21632,GO:0050662
Cluster-67248.38272,GO:0003779
Cluster-21903.0,GO:0005730
Cluster-24414.0,GO:0005622
Cluster-29250.0,GO:0005634
Cluster-31837.1,GO:0005578
Cluster-34321.0,GO:0005887
Cluster-38695.1,GO:0005578
Cluster-40622.0,GO:0005840
Cluster-44121.0,GO:0000275
Cluster-51470.0,GO:0005634
Cluster-53550.0,GO:0005840
Cluster-5770.1,GO:0005737
Cluster-5860.1,GO:0009654
Cluster-64287.0,GO:0005634
Cluster-67248.100027,GO:0005667
Cluster-67248.100116,GO:0009341
Cluster-67248.100258,GO:0005576
Cluster-67248.100380,GO:0005685
Cluster-67248.100748,GO:0016021
Cluster-67248.100751,GO:0016020
Cluster-67248.100752,GO:0016020
Cluster-67248.100933,GO:0005840
Cluster-67248.100936,GO:0009365
Cluster-67248.101042,GO:0005667
Cluster-67248.101068,GO:0009379
Cluster-67248.101089,GO:0016021
Cluster-67248.101096,GO:0016021
Cluster-67248.101158,GO:0016020
Cluster-67248.101159,GO:0016021
Cluster-67248.101319,GO:0019031
Cluster-67248.101387,GO:0016020
Cluster-67248.101390,GO:0016020
Cluster-67248.101392,GO:0016020
Cluster-67248.101419,GO:0005730
Cluster-67248.101496,GO:0005730
Cluster-67248.101981,GO:0005577
Cluster-67248.102077,GO:0005737
Cluster-67248.102099,GO:0016020
Cluster-67248.102146,GO:0030077
Cluster-67248.102329,GO:0005742
Cluster-67248.102424,GO:0039624
Cluster-67248.102459,GO:0031379
Cluster-67248.102589,GO:0016020
Cluster-67248.102646,GO:0005634
Cluster-67248.102823,GO:0005576
Cluster-67248.102869,GO:0005578
Cluster-67248.103005,GO:0005952
Cluster-67248.103230,GO:0031461
Cluster-67248.103302,GO:0005576
Cluster-67248.103607,GO:0030529
Cluster-67248.104256,GO:0005667
Cluster-67248.104262,GO:0017053
Cluster-67248.104349,GO:0042729
Cluster-67248.104385,GO:0016020
Cluster-67248.104703,GO:0019012
Cluster-67248.105101,GO:0016021
Cluster-67248.105163,GO:0016020
Cluster-67248.105166,GO:0016020
Cluster-67248.105332,GO:0005737
Cluster-67248.105453,GO:0005622
Cluster-67248.105540,GO:0019031
Cluster-67248.105667,GO:0005853
Cluster-67248.105668,GO:0005840
Cluster-67248.105873,GO:0016021
Cluster-67248.106114,GO:0032040
Cluster-67248.106134,GO:0005739
Cluster-67248.106241,GO:0045298
Cluster-67248.106373,GO:0005634
Cluster-67248.106408,GO:0032040
Cluster-67248.106528,GO:0032040
Cluster-67248.106796,GO:0016020
Cluster-67248.106842,GO:0005777
Cluster-67248.107110,GO:0016459
Cluster-67248.107305,GO:0033644
Cluster-67248.107461,GO:0005634
Cluster-67248.107469,GO:0016021
Cluster-67248.107477,GO:0005667
Cluster-67248.107483,GO:0016020
Cluster-67248.107800,GO:0016020
Cluster-67248.107809,GO:0016020
Cluster-67248.108000,GO:0005840
Cluster-67248.108385,GO:0009379
Cluster-67248.108390,GO:0009379
Cluster-67248.108528,GO:0005680
Cluster-67248.10853,GO:0005618
Cluster-67248.108559,GO:0005634
Cluster-67248.109143,GO:0030529
Cluster-67248.109238,GO:0005742
Cluster-67248.109316,GO:0009365
Cluster-67248.109804,GO:0005739
Cluster-67248.109878,GO:0000785
Cluster-67248.110091,GO:0005802
Cluster-67248.110128,GO:0005694
Cluster-67248.110218,GO:0017109
Cluster-67248.110379,GO:0016020
Cluster-67248.110524,GO:0016020
Cluster-67248.110525,GO:0016020
Cluster-67248.110527,GO:0016020
Cluster-67248.110531,GO:0016020
Cluster-67248.110533,GO:0016020
Cluster-67248.110587,GO:0016020
Cluster-67248.110650,GO:0009341
Cluster-67248.110805,GO:0016020
Cluster-67248.110931,GO:0016021
Cluster-67248.110956,GO:0016342
Cluster-67248.110957,GO:0016342
Cluster-67248.111402,GO:0005634
Cluster-67248.111604,GO:0016021
Cluster-67248.111605,GO:0016021
Cluster-67248.111638,GO:0042597
Cluster-67248.112030,GO:0016020
Cluster-67248.112168,GO:0048046
Cluster-67248.112209,GO:0030126
Cluster-67248.112295,GO:0016021
Cluster-67248.112591,GO:0005874
Cluster-67248.112611,GO:0005634
Cluster-67248.112916,GO:0016020
Cluster-67248.113145,GO:0016021
Cluster-67248.113187,GO:0045277
Cluster-67248.113479,GO:0030117
Cluster-67248.113672,GO:0005634
Cluster-67248.114284,GO:0005643
Cluster-67248.114859,GO:0005742
Cluster-67248.114875,GO:0005634
Cluster-67248.115049,GO:0009379
Cluster-67248.115111,GO:0045298
Cluster-67248.115240,GO:0005634
Cluster-67248.115553,GO:0042575
Cluster-67248.115671,GO:0005634
Cluster-67248.115742,GO:0005667
Cluster-67248.115826,GO:0016021
Cluster-67248.115833,GO:0016021
Cluster-67248.115870,GO:0016021
Cluster-67248.115953,GO:0005634
Cluster-67248.115960,GO:0005576
Cluster-67248.115998,GO:0005667
Cluster-67248.116057,GO:0042600
Cluster-67248.116066,GO:0032040
Cluster-67248.116155,GO:0016020
Cluster-67248.116169,GO:0005634
Cluster-67248.116386,GO:0005667
Cluster-67248.116848,GO:0016021
Cluster-67248.117045,GO:0045277
Cluster-67248.117250,GO:0005634
Cluster-67248.117251,GO:0019028
Cluster-67248.117401,GO:0005789
Cluster-67248.117440,GO:0005667
Cluster-67248.117442,GO:0005634
Cluster-67248.117649,GO:0005634
Cluster-67248.117780,GO:0005657
Cluster-67248.117874,GO:0016021
Cluster-67248.117876,GO:0016021
Cluster-67248.118159,GO:0009365
Cluster-67248.118221,GO:0005739
Cluster-67248.118332,GO:0015627
Cluster-67248.118629,GO:0005669
Cluster-67248.119185,GO:0030130
Cluster-67248.119846,GO:0005839
Cluster-67248.119870,GO:0016021
Cluster-67248.120609,GO:0019867
Cluster-67248.120716,GO:0016020
Cluster-67248.120781,GO:0016021
Cluster-67248.12083,GO:0019031
Cluster-67248.121112,GO:0033179
Cluster-67248.121789,GO:0016020
Cluster-67248.122323,GO:0005694
Cluster-67248.122428,GO:0016586
Cluster-67248.122438,GO:0005874
Cluster-67248.122558,GO:0019814
Cluster-67248.122581,GO:0009379
Cluster-67248.122598,GO:0016459
Cluster-67248.122761,GO:0005783
Cluster-67248.122837,GO:0005576
Cluster-67248.122841,GO:0005576
Cluster-67248.123018,GO:0019867
Cluster-67248.123094,GO:0016020
Cluster-67248.123117,GO:0005667
Cluster-67248.123373,GO:0009341
Cluster-67248.123375,GO:0009341
Cluster-67248.123409,GO:0019031
Cluster-67248.124067,GO:0016021
Cluster-67248.124400,GO:0005622
Cluster-67248.124468,GO:0005840
Cluster-67248.125006,GO:0030117
Cluster-67248.125209,GO:0030117
Cluster-67248.125502,GO:0009357
Cluster-67248.126128,GO:0016020
Cluster-67248.126525,GO:0016021
Cluster-67248.126626,GO:0030077
Cluster-67248.126669,GO:0005634
Cluster-67248.126767,GO:0030286
Cluster-67248.127009,GO:0016020
Cluster-67248.127163,GO:0030117
Cluster-67248.127508,GO:0016020
Cluster-67248.127863,GO:0016020
Cluster-67248.127864,GO:0016021
Cluster-67248.128050,GO:0016020
Cluster-67248.128133,GO:0000785
Cluster-67248.128273,GO:0016020
Cluster-67248.128554,GO:0005742
Cluster-67248.128811,GO:0005634
Cluster-67248.129638,GO:0016021
Cluster-67248.130404,GO:0005737
Cluster-67248.130413,GO:0005737
