,Gene_ID,Comparison,Gene_name
1558,Cluster-15354.109928,Cv111,XM_009145702.1
1559,Cluster-15354.112302,Cv111,XP_009135426.1
1560,Cluster-15354.6410,Cv111,XM_013793363.1
1561,Cluster-15354.81346,Cv111,XP_010446757.1
1562,Cluster-15354.135847,Cv111,XP_010426065.1
1563,Cluster-15354.78850,Cv111,CDX91633.1
1564,Cluster-15354.86852,Cv111,CDX96231.1
1565,Cluster-15354.82316,Cv111,XP_009143521.1
1566,Cluster-15354.77181,Cv111,NP_196930.2
1567,Cluster-15354.119408,Cv111,XM_009118998.1
1568,Cluster-15354.21766,Cv111,XP_008915971.1
1569,Cluster-51899.0,Cv111,XP_009102464.1
1570,Cluster-15354.125059,Cv111,XP_006405110.1
1571,Cluster-15354.77819,Cv111,XP_006297173.1
1572,Cluster-15354.4421,Cv111,XP_010436756.1
1573,Cluster-15354.65539,Cv111,XR_626520.1
1574,Cluster-15354.72976,Cv111,XP_006295105.1
1575,Cluster-15354.6437,Cv111,CDY30689.1
1576,Cluster-15354.38585,Cv111,XM_013798000.1
1577,Cluster-15354.147644,Cv111,CDX94370.1
1578,Cluster-15354.118514,Cv111,XP_009136548.1
1579,Cluster-15354.82121,Cv111,XP_009123934.1
1580,Cluster-15354.89564,Cv111,XP_010483070.1
1581,Cluster-21316.0,Cv111,XP_006307065.1
1582,Cluster-15354.88131,Cv111,CDY67220.1
1583,Cluster-15354.102270,Cv111,CDX88107.1
1584,Cluster-15354.46150,Cv111,CDX78340.1
1585,Cluster-15354.94286,Cv111,XM_009142282.1
1586,Cluster-15354.104879,Cv111,AAF26468.1
1587,Cluster-15354.123083,Cv111,XP_009129134.1
1588,Cluster-15354.84351,Cv111,CDY67153.1
1589,Cluster-15354.84468,Cv111,XP_009125910.1
1590,Cluster-15354.135098,Cv111,XP_009104749.1
1591,Cluster-15354.66146,Cv111,XP_009148253.1
1592,Cluster-15354.7969,Cv111,XP_009144007.1
1593,Cluster-15354.141787,Cv111,AK368423.1
1594,Cluster-15354.40606,Cv111,XP_009125267.1
1595,Cluster-15354.66454,Cv111,CDY68242.1
1596,Cluster-15354.25620,Cv111,XP_009133967.1
1597,Cluster-15354.89194,Cv111,CDX79234.1
1598,Cluster-15354.21950,Cv111,XP_009101794.1
1599,Cluster-15354.85894,Cv111,XP_006290863.1
1600,Cluster-15354.25458,Cv111,XP_009116145.1
1601,Cluster-15354.108826,Cv111,XP_009140586.1
1602,Cluster-15354.103467,Cv111,XP_009118697.1
1603,Cluster-15354.83028,Cv111,ACD13218.1
1604,Cluster-15354.84729,Cv111,XP_009134413.1
1605,Cluster-15354.36521,Cv111,XM_009148628.1
1606,Cluster-15354.127493,Cv111,XP_009134682.1
1607,Cluster-15354.3789,Cv111,CDY13581.1
1608,Cluster-15354.90394,Cv111,XP_009130626.1
1609,Cluster-15354.150046,Cv111,CDY66930.1
1610,Cluster-15354.35680,Cv111,CDX87244.1
1611,Cluster-15354.89970,Cv111,XP_009145508.1
1612,Cluster-15354.145367,Cv111,XP_009106088.1
1613,Cluster-15354.97222,Cv111,XP_010537103.1
1614,Cluster-15354.45460,Cv111,CDX88998.1
1615,Cluster-15354.13839,Cv111,XP_009118966.1
1616,Cluster-15354.80645,Cv111,CDY24897.1
1617,Cluster-15354.112965,Cv111,CDY44250.1
1618,Cluster-15354.76577,Cv111,CDX89418.1
1619,Cluster-15354.115739,Cv111,XP_009110473.1
1620,Cluster-15354.526,Cv111,NP_565255.1
1621,Cluster-15354.86112,Cv111,XM_009129011.1
1622,Cluster-15354.58342,Cv111,CDX92473.1
1623,Cluster-15354.96618,Cv111,XM_013801610.1
1624,Cluster-15354.29212,Cv111,XP_009143263.1
1625,Cluster-15354.122773,Cv111,XP_009146934.1
1626,Cluster-15354.81453,Cv111,AC189635.2
1627,Cluster-15354.68250,Cv111,XP_009122270.1
1628,Cluster-15354.115168,Cv111,CDY45006.1
1629,Cluster-15354.100020,Cv111,XM_013875586.1
1630,Cluster-15354.75705,Cv111,XP_009125686.1
1631,Cluster-15354.68515,Cv111,XP_006401391.1
1632,Cluster-15354.73133,Cv111,CDY40377.1
1633,Cluster-15354.37135,Cv111,XP_009144462.1
1634,Cluster-15354.104132,Cv111,XP_009102998.1
1635,Cluster-15354.138630,Cv111,XP_009105772.1
1636,Cluster-15354.45461,Cv111,CDX88998.1
1637,Cluster-15354.86899,Cv111,XP_009107645.1
1638,Cluster-15354.71216,Cv111,CDX78738.1
1639,Cluster-39622.10,Cv111,ETL37426.1
1640,Cluster-15354.62741,Cv111,CDY52541.1
1641,Cluster-15354.119051,Cv111,XM_009114583.1
1642,Cluster-15354.97896,Cv111,CDY08897.1
1643,Cluster-15354.83697,Cv111,XM_013829421.1
1644,Cluster-15354.81420,Cv111,XP_009130469.1
1645,Cluster-15354.83514,Cv111,AC189346.2
1646,Cluster-15354.91015,Cv111,XP_009149676.1
1647,Cluster-15354.85086,Cv111,CDY15876.1
1648,Cluster-15354.60877,Cv111,-
1649,Cluster-15354.20378,Cv111,CDY63429.1
1650,Cluster-15354.71113,Cv111,XP_009103349.1
1651,Cluster-15354.73058,Cv111,KHG03505.1
1652,Cluster-15354.120210,Cv111,AAP42646.1
1653,Cluster-15354.69705,Cv111,XM_009130655.1
1654,Cluster-15354.78302,Cv111,XP_009151989.1
1655,Cluster-15354.90879,Cv111,XP_010558967.1
1656,Cluster-15354.79186,Cv111,XR_627324.1
1657,Cluster-15354.149463,Cv111,XP_009138401.1
1658,Cluster-15354.81437,Cv111,CDY14378.1
1659,Cluster-15354.105466,Cv111,XP_009141886.1
1660,Cluster-15354.56133,Cv111,CDX92568.1
1661,Cluster-15354.131576,Cv111,XP_006417337.1
1662,Cluster-15354.97614,Cv111,CDY60457.1
1663,Cluster-15354.147543,Cv111,XP_009114160.1
1664,Cluster-15354.72755,Cv111,XM_013811196.1
1665,Cluster-15354.68043,Cv111,XM_009112231.1
1666,Cluster-15354.30654,Cv111,EU941212.1
1667,Cluster-15354.47055,Cv111,CDX75802.1
1668,Cluster-15354.5338,Cv111,CDY36795.1
1669,Cluster-15354.102268,Cv111,CDX88107.1
1670,Cluster-15354.90607,Cv111,CDY18232.1
1671,Cluster-15354.148382,Cv111,XP_009131013.1
1672,Cluster-15354.17663,Cv111,CDY48610.1
1673,Cluster-15354.100735,Cv111,XP_009115840.1
1674,Cluster-15354.52917,Cv111,XP_006415572.1
1675,Cluster-15354.71691,Cv111,XP_009117375.1
1676,Cluster-15354.82499,Cv111,CDX78519.1
1677,Cluster-15354.4445,Cv111,XP_002901699.1
1678,Cluster-15354.144485,Cv111,XP_006412426.1
1679,Cluster-52714.0,Cv111,XM_009112000.1
1680,Cluster-15354.62009,Cv111,XP_009139961.1
1681,Cluster-15354.78545,Cv111,XM_009128262.1
1682,Cluster-15354.112515,Cv111,XP_009149579.1
1683,Cluster-15354.117757,Cv111,BAA20356.1
1684,Cluster-15354.55606,Cv111,XP_009111998.1
1685,Cluster-15354.85674,Cv111,XP_009146984.1
1686,Cluster-15354.107838,Cv111,AAO48424.1
1687,Cluster-15354.59876,Cv111,CDY56540.1
1688,Cluster-44595.1,Cv111,CDY46143.1
1689,Cluster-15354.54776,Cv111,XP_009106945.1
1690,Cluster-15354.69204,Cv111,CDY20923.1
1691,Cluster-15354.95471,Cv111,CDY54208.1
1692,Cluster-15354.17309,Cv111,CDY65617.1
1693,Cluster-15354.35777,Cv111,XP_009143534.1
1694,Cluster-15354.127278,Cv111,BAA20356.1
1695,Cluster-15354.90605,Cv111,XP_002889504.1
1696,Cluster-15354.83070,Cv111,BAH20307.1
1697,Cluster-15354.55670,Cv111,XP_009139536.1
1698,Cluster-15354.81274,Cv111,XP_009119896.1
1699,Cluster-15354.38767,Cv111,CDX97114.1
1700,Cluster-15354.25619,Cv111,XM_009135719.1
1701,Cluster-15354.84301,Cv111,CDY01363.1
1702,Cluster-15354.61935,Cv111,XP_009107386.1
1703,Cluster-15354.33019,Cv111,XM_009148209.1
1704,Cluster-15354.97726,Cv111,CDX84609.1
1705,Cluster-15354.31329,Cv111,CDX94731.1
1706,Cluster-15354.58306,Cv111,XP_009121058.1
1707,Cluster-15354.97610,Cv111,CDY27934.1
1708,Cluster-15354.151253,Cv111,AC189520.2
1709,Cluster-15354.67273,Cv111,CDY14759.1
1710,Cluster-15354.31908,Cv111,XP_009148110.1
1711,Cluster-15354.109456,Cv111,CDX85677.1
1712,Cluster-15354.115079,Cv111,XP_009141248.1
1713,Cluster-15354.93112,Cv111,ACS68190.1
1714,Cluster-15354.95351,Cv111,CDX70614.1
1715,Cluster-15354.17652,Cv111,BC000097.2
1716,Cluster-15354.64963,Cv111,XP_006414132.1
1717,Cluster-15354.30173,Cv111,CDY22909.1
1718,Cluster-15354.88324,Cv111,CDY00023.1
1719,Cluster-15354.98516,Cv111,XM_009120454.1
1720,Cluster-15354.63881,Cv111,KFK35341.1
1721,Cluster-15354.27778,Cv111,XP_009123116.1
1722,Cluster-15354.86372,Cv111,XP_009142075.1
1723,Cluster-15354.61464,Cv111,CDY18471.1
1724,Cluster-15354.7263,Cv111,XP_009143297.1
1725,Cluster-15354.86362,Cv111,XM_013838397.1
1726,Cluster-15354.88132,Cv111,CDY10676.1
1727,Cluster-15354.67556,Cv111,CDY07946.1
1728,Cluster-15354.132497,Cv111,AAM67318.1
1729,Cluster-15354.52900,Cv111,XP_009143789.1
1730,Cluster-15354.112388,Cv111,KFK29235.1
1731,Cluster-15354.74016,Cv111,CDY50643.1
1732,Cluster-15354.134697,Cv111,XR_631663.1
1733,Cluster-15354.72546,Cv111,XP_009124360.1
1734,Cluster-15354.95774,Cv111,XM_009118682.1
1735,Cluster-15354.100781,Cv111,XP_009120344.1
1736,Cluster-15354.84728,Cv111,XP_006396488.1
1737,Cluster-45570.0,Cv111,XP_009127259.1
1738,Cluster-15354.83481,Cv111,XP_006407728.1
1739,Cluster-15354.105285,Cv111,XR_001267034.1
1740,Cluster-15354.65323,Cv111,XP_009151128.1
1741,Cluster-15354.137017,Cv111,XM_013806767.1
1742,Cluster-15354.61106,Cv111,XM_013737356.1
1743,Cluster-15354.82013,Cv111,XP_009138676.1
1744,Cluster-15354.59428,Cv111,XP_009116116.1
1745,Cluster-15354.25623,Cv111,CDY21503.1
1746,Cluster-15354.88129,Cv111,CDY46608.1
1747,Cluster-15354.97991,Cv111,XP_009128056.1
1748,Cluster-15354.27784,Cv111,XP_009123116.1
1749,Cluster-15354.69922,Cv111,CDY31182.1
1750,Cluster-15354.90072,Cv111,XM_013886726.1
1751,Cluster-15354.44618,Cv111,CDY31754.1
1752,Cluster-15354.84827,Cv111,XP_006407174.1
1753,Cluster-15354.66028,Cv111,CDY16129.1
1754,Cluster-15354.115042,Cv111,XM_009130022.1
1755,Cluster-15354.65827,Cv111,CDY03661.1
1756,Cluster-15354.39541,Cv111,XP_009109425.1
1757,Cluster-15354.35354,Cv111,XP_009151364.1
1758,Cluster-15354.136781,Cv111,CDY12671.1
1759,Cluster-15354.81067,Cv111,XP_009142702.1
1760,Cluster-15354.121847,Cv111,CDY26505.1
1761,Cluster-15354.43454,Cv111,CDX87793.1
1762,Cluster-15354.67002,Cv111,XR_001272945.1
1763,Cluster-15354.91216,Cv111,XP_009103473.1
1764,Cluster-15354.13920,Cv111,XP_006405286.1
1765,Cluster-15354.37010,Cv111,CDY13692.1
1766,Cluster-15354.80066,Cv111,AHY18973.1
1767,Cluster-15354.3392,Cv111,CDY12994.1
1768,Cluster-15354.83467,Cv111,CDY13321.1
1769,Cluster-15354.51511,Cv111,XP_009115456.1
1770,Cluster-15354.52907,Cv111,XP_009102852.1
1771,Cluster-15354.77035,Cv111,XP_009134793.1
1772,Cluster-15354.78449,Cv111,GU001159.1
1773,Cluster-15354.81003,Cv111,CDY72573.1
1774,Cluster-15354.101364,Cv111,XP_009118394.1
1775,Cluster-15354.35189,Cv111,CAC37623.1
1776,Cluster-15354.80287,Cv111,XP_006416441.1
1777,Cluster-15354.51831,Cv111,XP_009140383.1
1778,Cluster-15354.106198,Cv111,XP_004237250.1
1779,Cluster-15354.132609,Cv111,XM_013782198.1
1780,Cluster-15354.71196,Cv111,CDY22260.1
1781,Cluster-15354.98420,Cv111,XP_006398468.1
1782,Cluster-15354.79261,Cv111,NP_172246.3
1783,Cluster-15354.89716,Cv111,XP_009116326.1
1784,Cluster-15354.94718,Cv111,CDX67928.1
1785,Cluster-15354.89269,Cv111,XP_009104499.1
1786,Cluster-15354.93511,Cv111,CDX97225.1
1787,Cluster-15354.91760,Cv111,XM_013801044.1
1788,Cluster-15354.29548,Cv111,XP_009121890.1
1789,Cluster-15354.86804,Cv111,XP_009125590.1
1790,Cluster-15354.13835,Cv111,XP_009118966.1
1791,Cluster-15354.133278,Cv111,CDX97743.1
1792,Cluster-15354.104392,Cv111,XP_009139961.1
1793,Cluster-15354.85258,Cv111,XP_009132299.1
1794,Cluster-15354.98083,Cv111,XP_008369910.1
1795,Cluster-15354.44983,Cv111,XP_009121145.1
1796,Cluster-15354.79012,Cv111,XM_009105468.1
1797,Cluster-15354.39426,Cv111,XP_009143957.1
1798,Cluster-15354.6580,Cv111,EMS64136.1
1799,Cluster-15354.82909,Cv111,CDX78778.1
1800,Cluster-15354.84404,Cv111,XP_009136548.1
1801,Cluster-15354.101635,Cv111,XP_009120060.1
1802,Cluster-15354.144855,Cv111,XM_013865637.1
1803,Cluster-15354.40524,Cv111,CDY60118.1
1804,Cluster-15354.74981,Cv111,CDY51422.1
1805,Cluster-15354.125660,Cv111,XP_009104003.1
1806,Cluster-15354.149913,Cv111,CDX95839.1
1807,Cluster-15354.42584,Cv111,XP_009118716.1
1808,Cluster-15354.82473,Cv111,XM_009151291.1
1809,Cluster-15354.27280,Cv111,CDX77289.1
1810,Cluster-15354.85986,Cv111,CDY08854.1
1811,Cluster-15354.1729,Cv111,CDY21655.1
1812,Cluster-15354.82719,Cv111,XP_009126233.1
1813,Cluster-15354.27777,Cv111,XP_009123116.1
1814,Cluster-15354.125614,Cv111,XM_013798963.1
1815,Cluster-15354.70176,Cv111,CDY58466.1
1816,Cluster-15354.138411,Cv111,CDY23136.1
1817,Cluster-15354.82190,Cv111,XP_009149449.1
1818,Cluster-15354.136205,Cv111,ABO21639.1
1819,Cluster-15354.86738,Cv111,XP_009119951.1
1820,Cluster-15354.4835,Cv111,XM_009145680.1
1821,Cluster-15354.138730,Cv111,XM_013788623.1
1822,Cluster-15354.87315,Cv111,CDX70601.1
1823,Cluster-15354.70324,Cv111,XM_009129661.1
1824,Cluster-15354.70178,Cv111,CDY58466.1
1825,Cluster-15354.35188,Cv111,CAC37623.1
1826,Cluster-15354.147645,Cv111,CDX89361.1
1827,Cluster-15354.138239,Cv111,CDY65835.1
1828,Cluster-15354.60482,Cv111,XP_009148106.1
1829,Cluster-15354.122769,Cv111,CDY44699.1
1830,Cluster-15354.30476,Cv111,XP_009149525.1
1831,Cluster-15354.93948,Cv111,XP_010558212.1
1832,Cluster-15354.6185,Cv111,XP_009148383.1
1833,Cluster-15354.145364,Cv111,XP_009106088.1
1834,Cluster-15354.68700,Cv111,XP_006391120.1
1835,Cluster-15354.96619,Cv111,XM_009137860.1
1836,Cluster-15354.57031,Cv111,CDY03497.1
1837,Cluster-42138.1,Cv111,CDY30134.1
1838,Cluster-15354.121616,Cv111,CDY65416.1
1839,Cluster-15354.69206,Cv111,XP_009150739.1
1840,Cluster-15354.97490,Cv111,XP_009128070.1
1841,Cluster-15354.106857,Cv111,XP_009131524.1
1842,Cluster-15354.46576,Cv111,XM_013865032.1
1843,Cluster-15354.80527,Cv111,XM_013817274.1
1844,Cluster-15354.58112,Cv111,CDY50809.1
1845,Cluster-15354.54355,Cv111,XM_013845449.1
1846,Cluster-15354.14189,Cv111,XP_009130290.1
1847,Cluster-38827.3,Cv111,XP_007215966.1
1848,Cluster-15354.121471,Cv111,XP_009119573.1
1849,Cluster-15354.75024,Cv111,CDY27737.1
1850,Cluster-15354.4844,Cv111,CDY52929.1
1851,Cluster-15354.31002,Cv111,CDX77422.1
1852,Cluster-15354.121982,Cv111,XP_009150901.1
1853,Cluster-15354.55179,Cv111,XP_009133709.1
1854,Cluster-15354.115916,Cv111,XM_013834064.1
1855,Cluster-15354.40139,Cv111,XP_009101594.1
1856,Cluster-15354.37051,Cv111,XP_009134400.1
1857,Cluster-15354.5065,Cv111,KFK40092.1
1858,Cluster-15354.125058,Cv111,XP_009117080.1
1859,Cluster-15354.102278,Cv111,KFK42172.1
1860,Cluster-15354.115982,Cv111,CDY34946.1
1861,Cluster-15354.88461,Cv111,XM_013773144.1
1862,Cluster-15354.30341,Cv111,XP_009144894.1
1863,Cluster-15354.23982,Cv111,XP_009118886.1
1864,Cluster-15354.76054,Cv111,XP_009116140.1
1865,Cluster-15354.81672,Cv111,CDY00185.1
1866,Cluster-15354.88181,Cv111,XP_009144785.1
1867,Cluster-15354.112541,Cv111,XM_013833517.1
1868,Cluster-15354.112139,Cv111,XM_013781678.1
1869,Cluster-15354.126455,Cv111,XP_009102553.1
1870,Cluster-15354.51598,Cv111,XP_009112172.1
1871,Cluster-15354.91443,Cv111,AC232445.1
1872,Cluster-15354.53712,Cv111,XP_009139085.1
1873,Cluster-15354.76580,Cv111,CDX89418.1
1874,Cluster-15354.44072,Cv111,XM_009150679.1
1875,Cluster-15354.64941,Cv111,NP_001288855.1
1876,Cluster-15354.72901,Cv111,XM_013865579.1
1877,Cluster-15354.56117,Cv111,CDY50531.1
1878,Cluster-15354.27779,Cv111,XP_009123116.1
1879,Cluster-15354.56244,Cv111,XP_009115580.1
1880,Cluster-15354.127625,Cv111,XP_009128809.1
1881,Cluster-15354.61102,Cv111,NP_001288866.1
1882,Cluster-43864.0,Cv111,XM_013824788.1
1883,Cluster-15354.49048,Cv111,KFK36976.1
1884,Cluster-15354.97607,Cv111,XP_009132955.1
1885,Cluster-15354.30807,Cv111,CDY51328.1
1886,Cluster-15354.36507,Cv111,XM_013848303.1
1887,Cluster-15354.61020,Cv111,XM_009150621.1
1888,Cluster-15354.64381,Cv111,CDX84419.1
1889,Cluster-15354.81914,Cv111,XM_013884179.1
1890,Cluster-15354.68470,Cv111,XP_009151458.1
1891,Cluster-15354.17233,Cv111,CDY03407.1
1892,Cluster-15354.150783,Cv111,XP_009148166.1
1893,Cluster-15354.18999,Cv111,CDY29994.1
1894,Cluster-15354.133804,Cv111,XP_009121073.1
1895,Cluster-15354.125659,Cv111,XP_010427472.1
1896,Cluster-15354.85341,Cv111,XP_006413074.1
1897,Cluster-15354.13837,Cv111,XP_009118966.1
1898,Cluster-15354.85354,Cv111,XR_001288573.1
1899,Cluster-15354.43585,Cv111,XP_009147406.1
1900,Cluster-15354.107205,Cv111,XP_009128462.1
1901,Cluster-15354.84843,Cv111,XM_013832148.1
1902,Cluster-15354.59162,Cv111,XP_009111875.1
1903,Cluster-15354.80028,Cv111,XM_013881302.1
1904,Cluster-15354.60982,Cv111,XP_006408433.1
1905,Cluster-15354.87833,Cv111,CDX93168.1
1906,Cluster-15354.65795,Cv111,CDX92959.1
1907,Cluster-15354.128324,Cv111,CDY13736.1
1908,Cluster-15354.98748,Cv111,XP_009102998.1
1909,Cluster-15354.88946,Cv111,CDY72359.1
1910,Cluster-15354.27776,Cv111,XP_009123116.1
1911,Cluster-15354.128316,Cv111,XP_009117333.1
1912,Cluster-15354.22793,Cv111,XM_013892222.1
1913,Cluster-15354.85770,Cv111,XM_013880807.1
1914,Cluster-15354.89059,Cv111,XM_006416824.1
1915,Cluster-15354.17808,Cv111,XP_009113940.1
1916,Cluster-54072.7,Cv111,CDY68852.1
1917,Cluster-15354.122776,Cv111,XP_009135057.1
1918,Cluster-15354.60809,Cv111,AGA37181.1
1919,Cluster-15354.72287,Cv111,CDX71941.1
1920,Cluster-15354.86351,Cv111,XP_009148046.1
1921,Cluster-15354.66916,Cv111,XP_009106421.1
1922,Cluster-28510.2,Cv111,BC036531.2
1923,Cluster-15354.87756,Cv111,XP_010522182.1
1924,Cluster-4357.3,Cv111,CDY36582.1
1925,Cluster-15354.39187,Cv111,KHG21259.1
1926,Cluster-15354.67457,Cv111,XP_009111635.1
1927,Cluster-50032.0,Cv111,XP_009107419.1
1928,Cluster-15354.50299,Cv111,XP_006394705.1
1929,Cluster-15354.107015,Cv111,XP_002884831.1
1930,Cluster-15354.111063,Cv111,XP_009137789.1
1931,Cluster-15354.76174,Cv111,CDY05135.1
1932,Cluster-15354.24368,Cv111,CDY04622.1
1933,Cluster-15354.80933,Cv111,XP_009141597.1
1934,Cluster-15354.142099,Cv111,XM_013787529.1
1935,Cluster-15354.84838,Cv111,CDY23637.1
1936,Cluster-15354.101366,Cv111,AFK74855.1
1937,Cluster-50808.0,Cv111,XM_009145097.1
1938,Cluster-15354.76655,Cv111,XP_009118026.1
1939,Cluster-45263.4,Cv111,CDY38961.1
1940,Cluster-15354.148966,Cv111,XR_001262323.1
1941,Cluster-15354.64384,Cv111,CDY15149.1
1942,Cluster-15354.44949,Cv111,CDX75746.1
1943,Cluster-15354.96163,Cv111,AAY81665.1
1944,Cluster-15354.78938,Cv111,CDY46764.1
1945,Cluster-15354.106206,Cv111,XP_009131589.1
1946,Cluster-15354.5826,Cv111,CDX93678.1
1947,Cluster-29904.6,Cv111,XM_009124397.1
1948,Cluster-47961.0,Cv111,CDY55343.1
1949,Cluster-15354.72231,Cv111,CDY48845.1
1950,Cluster-15354.52915,Cv111,XP_006410572.1
1951,Cluster-15354.47795,Cv111,XP_009136835.1
1952,Cluster-5840.0,Cv111,XP_008910416.1
1953,Cluster-15354.69937,Cv111,XM_013832204.1
1954,Cluster-15354.94994,Cv111,XM_009136567.1
1955,Cluster-15354.93966,Cv111,CDY11268.1
1956,Cluster-15354.40520,Cv111,-
1957,Cluster-15354.109097,Cv111,XP_009142212.1
1958,Cluster-15354.85465,Cv111,CDY37992.1
1959,Cluster-15354.63932,Cv111,XP_009133680.1
1960,Cluster-15354.19639,Cv111,XP_009123446.1
1961,Cluster-15354.39597,Cv111,XM_013814956.1
1962,Cluster-15354.83658,Cv111,CDY20112.1
1963,Cluster-15354.109138,Cv111,XP_009149445.1
1964,Cluster-15354.70839,Cv111,XP_002884209.1
1965,Cluster-15354.134930,Cv111,XM_013756913.1
1966,Cluster-15354.92833,Cv111,CDX68110.1
1967,Cluster-15354.60902,Cv111,XP_006404177.1
1968,Cluster-15354.76454,Cv111,CDX79343.1
1969,Cluster-15354.33561,Cv111,XP_009147512.1
1970,Cluster-15354.89198,Cv111,XP_009104604.1
1971,Cluster-15354.117639,Cv111,XP_009106239.1
1972,Cluster-15354.133805,Cv111,XP_009124573.1
1973,Cluster-15354.18453,Cv111,XM_013778004.1
1974,Cluster-15354.61936,Cv111,XP_009107386.1
1975,Cluster-32018.0,Cv111,CDY32458.1
1976,Cluster-15354.145365,Cv111,XP_009104769.1
1977,Cluster-15354.124769,Cv111,XP_009136802.1
1978,Cluster-15354.95740,Cv111,XP_010535454.1
1979,Cluster-15354.17306,Cv111,CDX97342.1
1980,Cluster-15354.5315,Cv111,XP_009136936.1
1981,Cluster-15354.26407,Cv111,XP_009149536.1
1982,Cluster-15354.67729,Cv111,CDY03655.1
1983,Cluster-15354.88399,Cv111,XP_009102935.1
1984,Cluster-15354.104976,Cv111,XP_009151762.1
1985,Cluster-15354.23493,Cv111,XP_009149577.1
1986,Cluster-15354.67229,Cv111,AHL77712.1
1987,Cluster-15354.60654,Cv111,-
1988,Cluster-15354.110818,Cv111,CDY56710.1
1989,Cluster-15354.126509,Cv111,AC189529.2
1990,Cluster-15354.81884,Cv111,XM_013773567.1
1991,Cluster-15354.110136,Cv111,CDY08249.1
1992,Cluster-15354.69328,Cv111,CDY46435.1
1993,Cluster-15354.27594,Cv111,XP_009136680.1
1994,Cluster-15354.49498,Cv111,XP_009133333.1
1995,Cluster-15354.106004,Cv111,CDY29078.1
1996,Cluster-15354.79417,Cv111,CDY69102.1
1997,Cluster-15354.113785,Cv111,XM_013792777.1
1998,Cluster-15354.4845,Cv111,CDY66186.1
1999,Cluster-15354.32089,Cv111,XM_013800344.1
2000,Cluster-14528.1,Cv111,XP_009127457.1
2001,Cluster-15354.27419,Cv111,XR_625708.1
2002,Cluster-15354.135253,Cv111,XM_009149710.1
2003,Cluster-15354.81303,Cv111,XM_013765228.1
2004,Cluster-15354.82146,Cv111,XP_009133996.1
2005,Cluster-15354.84883,Cv111,CDX75914.1
2006,Cluster-15354.89066,Cv111,CDX94320.1
2007,Cluster-15354.47842,Cv111,XP_009150687.1
2008,Cluster-15354.70626,Cv111,XM_013815124.1
2009,Cluster-15354.121099,Cv111,XM_013893626.1
2010,Cluster-15354.74661,Cv111,XP_009115876.1
2011,Cluster-15354.46464,Cv111,XM_009107003.1
2012,Cluster-15354.97728,Cv111,XP_009143640.1
2013,Cluster-15354.102456,Cv111,KFK30264.1
2014,Cluster-15354.81265,Cv111,BAF00966.1
2015,Cluster-15354.118994,Cv111,XM_009115912.1
2016,Cluster-15354.5019,Cv111,XP_009149883.1
2017,Cluster-15354.144856,Cv111,XM_013846026.1
2018,Cluster-15354.30632,Cv111,XP_009108174.1
2019,Cluster-15354.56263,Cv111,XM_009153572.1
2020,Cluster-15354.80687,Cv111,CDX96850.1
2021,Cluster-15354.58071,Cv111,XP_009112395.1
2022,Cluster-15354.62464,Cv111,ADI58543.1
2023,Cluster-15354.104508,Cv111,CDY39205.1
2024,Cluster-15354.102960,Cv111,CDX90339.1
2025,Cluster-15354.57416,Cv111,XP_009151059.1
2026,Cluster-15354.42634,Cv111,XP_006295105.1
2027,Cluster-15354.97080,Cv111,XM_009141797.1
2028,Cluster-15354.89000,Cv111,CDX99350.1
2029,Cluster-15354.78339,Cv111,CDY16514.1
2030,Cluster-15354.58080,Cv111,XM_009114147.1
2031,Cluster-15354.112174,Cv111,AGG35951.1
2032,Cluster-15354.77405,Cv111,AC189346.2
2033,Cluster-15354.23815,Cv111,XP_009116997.1
2034,Cluster-15354.98102,Cv111,XM_013861121.1
2035,Cluster-15354.77455,Cv111,XP_009143957.1
2036,Cluster-15354.35524,Cv111,CDY24073.1
2037,Cluster-15354.95398,Cv111,XP_009104968.1
2038,Cluster-15354.85472,Cv111,CDX90585.1
2039,Cluster-15354.88622,Cv111,CDY34339.1
2040,Cluster-15354.88459,Cv111,XM_009127342.1
2041,Cluster-15354.90922,Cv111,CDY67153.1
2042,Cluster-15354.94800,Cv111,XP_006415787.1
2043,Cluster-15354.99485,Cv111,XP_009148085.1
2044,Cluster-15354.84113,Cv111,XP_009151763.1
2045,Cluster-15354.87378,Cv111,XM_013798293.1
2046,Cluster-15354.87832,Cv111,NP_001288831.1
2047,Cluster-15354.72026,Cv111,ABB36604.1
2048,Cluster-15354.2385,Cv111,AC189656.2
2049,Cluster-15354.16639,Cv111,XP_009113879.1
2050,Cluster-15354.61576,Cv111,XP_009104400.1
2051,Cluster-15354.85769,Cv111,XM_013880807.1
2052,Cluster-15354.91409,Cv111,XP_009147106.1
2053,Cluster-15354.46640,Cv111,CDY53722.1
2054,Cluster-15354.137418,Cv111,XP_009115307.1
2055,Cluster-15354.135702,Cv111,XP_009104107.1
2056,Cluster-15354.97814,Cv111,XP_009124377.1
2057,Cluster-39376.0,Cv111,XP_002538196.1
2058,Cluster-15354.58350,Cv111,XP_009116926.1
2059,Cluster-15354.59875,Cv111,XP_006399471.1
2060,Cluster-15354.82881,Cv111,XP_009113054.1
2061,Cluster-15354.78070,Cv111,XP_009125653.1
2062,Cluster-15354.67552,Cv111,XP_009148915.1
2063,Cluster-34796.3,Cv111,CDY07813.1
2064,Cluster-15354.128605,Cv111,XP_009111484.1
2065,Cluster-15354.78453,Cv111,XP_009126088.1
